employee_id,plan_id,attained_age_years,retirement_age,years_to_retirement,contribution_basis_rule,salary_basis_source,annual_contribution_basis,employer_contribution_rate,employee_contribution_rate,current_annual_employer_contribution,current_annual_employee_contribution,current_annual_total_contribution,contribution_frequency,expected_investment_return,annual_charges_rate,net_investment_return,dc_salary_escalation_rate,opening_member_corpus,opening_member_corpus_available,projected_opening_corpus_at_retirement,projected_future_contribution_corpus,projected_member_corpus_from_available_data,model_status,review_flag
E00613,SUP_DC_01,45.29774127310061,60.0,14.702258726899387,basic_salary_monthly,basic_salary_monthly,1558800.0,0.15,0.0,233820.0,0.0,233820.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8406637.815997649,8406637.815997649,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00616,SUP_DC_01,37.82340862422998,60.0,22.176591375770023,basic_salary_monthly,basic_salary_monthly,445200.0,0.15,0.0,66780.0,0.0,66780.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,5724975.389779676,5724975.389779676,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00617,SUP_DC_01,48.45722108145106,60.0,11.54277891854894,basic_salary_monthly,basic_salary_monthly,1440000.0,0.15,0.0,216000.0,0.0,216000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,5021919.753833925,5021919.753833925,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00619,SUP_DC_01,32.251882272416154,60.0,27.748117727583846,basic_salary_monthly,basic_salary_monthly,262800.0,0.15,0.0,39420.0,0.0,39420.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,5924445.037189596,5924445.037189596,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00621,SUP_DC_02,47.66050650239562,60.0,12.33949349760438,pensionable_salary_annual,pensionable_salary_annual,542000.0,0.1,0.05,54200.0,27100.0,81300.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,2216825.178165247,2216825.178165247,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00623,SUP_DC_01,38.965092402464066,60.0,21.034907597535934,basic_salary_monthly,basic_salary_monthly,409200.0,0.15,0.0,61380.0,0.0,61380.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4649493.613472995,4649493.613472995,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00624,SUP_DC_01,48.33127994524298,60.0,11.668720054757017,basic_salary_monthly,basic_salary_monthly,2554800.0,0.15,0.0,383220.0,0.0,383220.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9109290.049545055,9109290.049545055,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00626,SUP_DC_01,40.153319644079396,60.0,19.846680355920604,basic_salary_monthly,basic_salary_monthly,1310400.0,0.15,0.0,196560.0,0.0,196560.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13079521.347716972,13079521.347716972,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00628,SUP_DC_01,37.89733059548254,60.0,22.102669404517457,basic_salary_monthly,basic_salary_monthly,720000.0,0.15,0.0,108000.0,0.0,108000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9182237.867080107,9182237.867080107,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00635,SUP_DC_02,39.630390143737166,60.0,20.369609856262834,pensionable_salary_annual,pensionable_salary_annual,353000.0,0.1,0.05,35300.0,17650.0,52950.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,3989151.5491229515,3989151.5491229515,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00637,SUP_DC_02,46.965092402464066,60.0,13.034907597535934,pensionable_salary_annual,pensionable_salary_annual,1751000.0,0.1,0.05,175100.0,87550.0,262650.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,7893280.022819826,7893280.022819826,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00641,SUP_DC_02,53.75770020533881,60.0,6.242299794661193,pensionable_salary_annual,pensionable_salary_annual,732000.0,0.1,0.05,73200.0,36600.0,109800.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,1011299.6434815374,1011299.6434815374,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00642,SUP_DC_01,47.44695414099932,60.0,12.553045859000683,basic_salary_monthly,basic_salary_monthly,1083600.0,0.15,0.0,162540.0,0.0,162540.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4368553.156141459,4368553.156141459,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00646,SUP_DC_02,38.757015742642025,60.0,21.242984257357975,pensionable_salary_annual,pensionable_salary_annual,1625000.0,0.1,0.05,162500.0,81250.0,243750.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,20218238.83285291,20218238.83285291,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00649,SUP_DC_01,45.96577686516085,60.0,14.034223134839152,basic_salary_monthly,basic_salary_monthly,1557600.0,0.15,0.0,233640.0,0.0,233640.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,7698232.602162468,7698232.602162468,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00650,SUP_DC_02,41.09240246406571,60.0,18.907597535934293,pensionable_salary_annual,pensionable_salary_annual,695000.0,0.1,0.05,69500.0,34750.0,104250.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,6620762.393408094,6620762.393408094,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00651,SUP_DC_01,47.04722792607803,60.0,12.95277207392197,basic_salary_monthly,basic_salary_monthly,1423200.0,0.15,0.0,213480.0,0.0,213480.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6075433.697794304,6075433.697794304,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00652,SUP_DC_02,34.83915126625599,60.0,25.16084873374401,pensionable_salary_annual,pensionable_salary_annual,1219000.0,0.1,0.05,121900.0,60950.0,182850.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,23125975.3654429,23125975.3654429,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00655,SUP_DC_02,45.106091718001366,60.0,14.893908281998634,pensionable_salary_annual,pensionable_salary_annual,1303000.0,0.1,0.05,130300.0,65150.0,195450.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,7552473.4477552185,7552473.4477552185,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00657,SUP_DC_01,35.03901437371663,60.0,24.960985626283367,basic_salary_monthly,basic_salary_monthly,930000.0,0.15,0.0,139500.0,0.0,139500.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,15930426.891904492,15930426.891904492,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00659,SUP_DC_02,47.474332648870636,60.0,12.525667351129364,pensionable_salary_annual,pensionable_salary_annual,1312000.0,0.1,0.05,131200.0,65600.0,196800.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,5503831.094443862,5503831.094443862,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00664,SUP_DC_01,26.417522245037645,60.0,33.582477754962355,basic_salary_monthly,basic_salary_monthly,336000.0,0.15,0.0,50400.0,0.0,50400.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13093085.280176787,13093085.280176787,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00665,SUP_DC_02,20.213552361396303,60.0,39.7864476386037,pensionable_salary_annual,pensionable_salary_annual,350000.0,0.1,0.05,35000.0,17500.0,52500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,26982676.045500394,26982676.045500394,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00667,SUP_DC_01,42.822724161533195,60.0,17.177275838466805,basic_salary_monthly,basic_salary_monthly,896400.0,0.15,0.0,134460.0,0.0,134460.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6580666.472663652,6580666.472663652,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00669,SUP_DC_02,45.09240246406571,60.0,14.907597535934293,pensionable_salary_annual,pensionable_salary_annual,2131000.0,0.1,0.05,213100.0,106550.0,319650.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,12362034.822877008,12362034.822877008,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00670,SUP_DC_01,49.46748802190281,60.0,10.53251197809719,basic_salary_monthly,basic_salary_monthly,1116000.0,0.15,0.0,167400.0,0.0,167400.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,3341291.2427952006,3341291.2427952006,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00671,SUP_DC_01,45.26488706365503,60.0,14.735112936344969,basic_salary_monthly,basic_salary_monthly,2158800.0,0.15,0.0,323820.0,0.0,323820.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,11665025.997307733,11665025.997307733,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00675,SUP_DC_01,35.15126625598905,60.0,24.84873374401095,basic_salary_monthly,basic_salary_monthly,1011600.0,0.15,0.0,151740.0,0.0,151740.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,17153390.589767378,17153390.589767378,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00676,SUP_DC_02,41.01848049281314,60.0,18.98151950718686,pensionable_salary_annual,pensionable_salary_annual,1538000.0,0.1,0.05,153800.0,76900.0,230700.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,14786868.993372707,14786868.993372707,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00679,SUP_DC_01,36.78302532511978,60.0,23.21697467488022,basic_salary_monthly,basic_salary_monthly,764400.0,0.15,0.0,114660.0,0.0,114660.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,10945331.84067231,10945331.84067231,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00682,SUP_DC_01,33.02943189596167,60.0,26.97056810403833,basic_salary_monthly,basic_salary_monthly,1486800.0,0.15,0.0,223020.0,0.0,223020.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,31100146.335527916,31100146.335527916,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00685,SUP_DC_01,20.186173853524984,60.0,39.813826146475016,basic_salary_monthly,basic_salary_monthly,361200.0,0.15,0.0,54180.0,0.0,54180.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,24428323.029022187,24428323.029022187,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00687,SUP_DC_01,23.370294318959616,60.0,36.629705681040384,basic_salary_monthly,basic_salary_monthly,338400.0,0.15,0.0,50760.0,0.0,50760.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,17344195.163350705,17344195.163350705,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00689,SUP_DC_01,29.631759069130734,60.0,30.368240930869266,basic_salary_monthly,basic_salary_monthly,1372800.0,0.15,0.0,205920.0,0.0,205920.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,39815970.94251605,39815970.94251605,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00690,SUP_DC_01,37.776865160848736,60.0,22.223134839151264,basic_salary_monthly,basic_salary_monthly,1971600.0,0.15,0.0,295740.0,0.0,295740.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,25423141.049407043,25423141.049407043,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00692,SUP_DC_01,39.3347022587269,60.0,20.6652977412731,basic_salary_monthly,basic_salary_monthly,664800.0,0.15,0.0,99720.0,0.0,99720.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,7238098.032937214,7238098.032937214,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00694,SUP_DC_02,41.782340862423,60.0,18.217659137577,pensionable_salary_annual,pensionable_salary_annual,689000.0,0.1,0.05,68900.0,34450.0,103350.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,6056926.533237241,6056926.533237241,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00696,SUP_DC_01,26.362765229295004,60.0,33.63723477070499,basic_salary_monthly,basic_salary_monthly,334800.0,0.15,0.0,50220.0,0.0,50220.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13123315.90151148,13123315.90151148,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00700,SUP_DC_01,34.978781656399725,60.0,25.021218343600275,basic_salary_monthly,basic_salary_monthly,1162800.0,0.15,0.0,174420.0,0.0,174420.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,20059300.65604318,20059300.65604318,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00702,SUP_DC_02,27.655030800821354,60.0,32.34496919917865,pensionable_salary_annual,pensionable_salary_annual,388000.0,0.1,0.05,38800.0,19400.0,58200.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,15069697.484851751,15069697.484851751,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00706,SUP_DC_01,35.11841204654346,60.0,24.88158795345654,basic_salary_monthly,basic_salary_monthly,420000.0,0.15,0.0,63000.0,0.0,63000.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,7135621.546350239,7135621.546350239,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00708,SUP_DC_02,39.66050650239562,60.0,20.33949349760438,pensionable_salary_annual,pensionable_salary_annual,2245000.0,0.1,0.05,224500.0,112250.0,336750.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,25323654.99802623,25323654.99802623,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00716,SUP_DC_01,45.03764544832307,60.0,14.962354551676931,basic_salary_monthly,basic_salary_monthly,1177200.0,0.15,0.0,176580.0,0.0,176580.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6559988.363596505,6559988.363596505,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00717,SUP_DC_01,44.380561259411365,60.0,15.619438740588635,basic_salary_monthly,basic_salary_monthly,2034000.0,0.15,0.0,305100.0,0.0,305100.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,12325532.871166248,12325532.871166248,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00720,SUP_DC_01,39.879534565366185,60.0,20.120465434633815,basic_salary_monthly,basic_salary_monthly,866400.0,0.15,0.0,129960.0,0.0,129960.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8903860.074053073,8903860.074053073,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00723,SUP_DC_02,33.889117043121146,60.0,26.110882956878854,pensionable_salary_annual,pensionable_salary_annual,2136000.0,0.1,0.05,213600.0,106800.0,320400.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,44802465.79002781,44802465.79002781,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00728,SUP_DC_02,20.1533196440794,60.0,39.8466803559206,pensionable_salary_annual,pensionable_salary_annual,310000.0,0.1,0.05,31000.0,15500.0,46500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,24044107.62384569,24044107.62384569,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00730,SUP_DC_02,36.41889117043121,60.0,23.58110882956879,pensionable_salary_annual,pensionable_salary_annual,2406000.0,0.1,0.05,240600.0,120300.0,360900.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,38629931.85146482,38629931.85146482,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00732,SUP_DC_02,36.93360711841205,60.0,23.06639288158795,pensionable_salary_annual,pensionable_salary_annual,671000.0,0.1,0.05,67100.0,33550.0,100650.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,10201183.09203494,10201183.09203494,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00734,SUP_DC_01,19.66324435318275,60.0,40.33675564681725,basic_salary_monthly,basic_salary_monthly,686400.0,0.15,0.0,102960.0,0.0,102960.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,48636589.1327831,48636589.1327831,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00737,SUP_DC_02,34.483230663928815,60.0,25.516769336071185,pensionable_salary_annual,pensionable_salary_annual,733000.0,0.1,0.05,73300.0,36650.0,109950.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,14467530.19411774,14467530.19411774,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00739,SUP_DC_01,40.95003422313484,60.0,19.049965776865157,basic_salary_monthly,basic_salary_monthly,2764800.0,0.15,0.0,414720.0,0.0,414720.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,25180936.320223738,25180936.320223738,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00741,SUP_DC_01,44.34496919917864,60.0,15.655030800821358,basic_salary_monthly,basic_salary_monthly,1755600.0,0.15,0.0,263340.0,0.0,263340.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,10660849.268601801,10660849.268601801,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00742,SUP_DC_01,48.167008898015055,60.0,11.832991101984945,basic_salary_monthly,basic_salary_monthly,1779600.0,0.15,0.0,266940.0,0.0,266940.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6453881.699592153,6453881.699592153,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00743,SUP_DC_01,41.18275154004107,60.0,18.817248459958932,basic_salary_monthly,basic_salary_monthly,697200.0,0.15,0.0,104580.0,0.0,104580.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,6177791.295147702,6177791.295147702,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00748,SUP_DC_02,41.07597535934291,60.0,18.924024640657088,pensionable_salary_annual,pensionable_salary_annual,1390000.0,0.1,0.05,139000.0,69500.0,208500.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,13317277.8084018,13317277.8084018,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00753,SUP_DC_01,37.01026694045174,60.0,22.989733059548257,basic_salary_monthly,basic_salary_monthly,685200.0,0.15,0.0,102780.0,0.0,102780.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9571349.113283396,9571349.113283396,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00754,SUP_DC_01,42.13826146475017,60.0,17.861738535249827,basic_salary_monthly,basic_salary_monthly,1690800.0,0.15,0.0,253620.0,0.0,253620.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13443804.721528202,13443804.721528202,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00755,SUP_DC_01,43.723477070499655,60.0,16.276522929500345,basic_salary_monthly,basic_salary_monthly,1802400.0,0.15,0.0,270360.0,0.0,270360.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,11855300.37555157,11855300.37555157,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00756,SUP_DC_02,29.297741273100616,60.0,30.702258726899384,pensionable_salary_annual,pensionable_salary_annual,577000.0,0.1,0.05,57700.0,28850.0,86550.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,19120676.41310609,19120676.41310609,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00757,SUP_DC_02,49.83983572895277,60.0,10.160164271047229,pensionable_salary_annual,pensionable_salary_annual,3444000.0,0.1,0.05,344400.0,172200.0,516600.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,10008303.631430902,10008303.631430902,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00760,SUP_DC_01,29.39356605065024,60.0,30.60643394934976,basic_salary_monthly,basic_salary_monthly,555600.0,0.15,0.0,83340.0,0.0,83340.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,16485375.306234604,16485375.306234604,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00761,SUP_DC_01,27.27173169062286,60.0,32.72826830937714,basic_salary_monthly,basic_salary_monthly,438000.0,0.15,0.0,65700.0,0.0,65700.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,15798655.915014867,15798655.915014867,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00762,SUP_DC_01,41.95756331279945,60.0,18.04243668720055,basic_salary_monthly,basic_salary_monthly,589200.0,0.15,0.0,88380.0,0.0,88380.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4780870.197709596,4780870.197709596,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00764,SUP_DC_01,56.42436687200548,60.0,3.5756331279945215,basic_salary_monthly,basic_salary_monthly,2026800.0,0.15,0.0,304020.0,0.0,304020.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,1323307.091034386,1323307.091034386,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00765,SUP_DC_02,34.62286105407255,60.0,25.37713894592745,pensionable_salary_annual,pensionable_salary_annual,880000.0,0.1,0.05,88000.0,44000.0,132000.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,17099440.716928333,17099440.716928333,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00766,SUP_DC_02,30.767967145790553,60.0,29.232032854209447,pensionable_salary_annual,pensionable_salary_annual,388000.0,0.1,0.05,38800.0,19400.0,58200.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,11123336.876476314,11123336.876476314,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00770,SUP_DC_01,37.661875427789184,60.0,22.338124572210816,basic_salary_monthly,basic_salary_monthly,1803600.0,0.15,0.0,270540.0,0.0,270540.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,23599117.259973,23599117.259973,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00773,SUP_DC_01,44.85968514715948,60.0,15.140314852840518,basic_salary_monthly,basic_salary_monthly,2287200.0,0.15,0.0,343080.0,0.0,343080.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,13028259.072160477,13028259.072160477,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00776,SUP_DC_01,46.13552361396304,60.0,13.864476386036962,basic_salary_monthly,basic_salary_monthly,1887600.0,0.15,0.0,283140.0,0.0,283140.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,9123267.875896562,9123267.875896562,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00777,SUP_DC_01,20.301163586584533,60.0,39.698836413415464,basic_salary_monthly,basic_salary_monthly,392400.0,0.15,0.0,58860.0,0.0,58860.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,26299304.807968866,26299304.807968866,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00784,SUP_DC_01,23.737166324435318,60.0,36.26283367556468,basic_salary_monthly,basic_salary_monthly,358800.0,0.15,0.0,53820.0,0.0,53820.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,17820036.85427144,17820036.85427144,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00787,SUP_DC_02,32.7419575633128,60.0,27.258042436687198,pensionable_salary_annual,pensionable_salary_annual,1314000.0,0.1,0.05,131400.0,65700.0,197100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,31002068.188039076,31002068.188039076,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00790,SUP_DC_02,32.27378507871321,60.0,27.72621492128679,pensionable_salary_annual,pensionable_salary_annual,714000.0,0.1,0.05,71400.0,35700.0,107100.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,17623437.20651485,17623437.20651485,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00793,SUP_DC_01,27.028062970568104,60.0,32.9719370294319,basic_salary_monthly,basic_salary_monthly,385200.0,0.15,0.0,57780.0,0.0,57780.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,14210383.014570154,14210383.014570154,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00794,SUP_DC_01,36.903490759753595,60.0,23.096509240246405,basic_salary_monthly,basic_salary_monthly,732000.0,0.15,0.0,109800.0,0.0,109800.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,10368016.227291767,10368016.227291767,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00795,SUP_DC_01,48.9719370294319,60.0,11.0280629705681,basic_salary_monthly,basic_salary_monthly,1400400.0,0.15,0.0,210060.0,0.0,210060.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,4527249.766219595,4527249.766219595,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00799,SUP_DC_01,31.572895277207394,60.0,28.427104722792606,basic_salary_monthly,basic_salary_monthly,350400.0,0.15,0.0,52560.0,0.0,52560.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,8457769.026914656,8457769.026914656,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00800,SUP_DC_02,32.21081451060917,60.0,27.78918548939083,pensionable_salary_annual,pensionable_salary_annual,1122000.0,0.1,0.05,112200.0,56100.0,168300.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,27892185.39693518,27892185.39693518,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00803,SUP_DC_02,42.47227926078029,60.0,17.52772073921971,pensionable_salary_annual,pensionable_salary_annual,1597000.0,0.1,0.05,159700.0,79850.0,239550.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,12937887.784454731,12937887.784454731,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00804,SUP_DC_02,37.908281998631075,60.0,22.091718001368925,pensionable_salary_annual,pensionable_salary_annual,1006000.0,0.1,0.05,100600.0,50300.0,150900.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,13794844.851831041,13794844.851831041,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00809,SUP_DC_01,44.50102669404517,60.0,15.498973305954827,basic_salary_monthly,basic_salary_monthly,326400.0,0.15,0.0,48960.0,0.0,48960.0,Monthly,0.065,0.004,0.060740000000000016,0.065,,False,0.0,1942242.6107008345,1942242.6107008345,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
E00814,SUP_DC_02,24.22450376454483,60.0,35.775496235455165,pensionable_salary_annual,pensionable_salary_annual,1058000.0,0.1,0.05,105800.0,52900.0,158700.0,Monthly,0.067,0.004,0.06273200000000001,0.07,,False,0.0,56660907.255262546,56660907.255262546,INFO_OPENING_MEMBER_CORPUS_NOT_AVAILABLE,True
