employee_id,plan_id,product_type,attained_age_years,model_input_quality_status,mortality_A,mortality_B,mortality_c,mortality_intensity_at_age,q_death_standalone_1y,decrement_engine_version
E05492,GRAT_STD_01,Gratuity,36.9719370294319,Observed_or_Validated,0.0002,1e-05,1.1,0.0005391312019761634,0.0005556640089227424,P06-C01
E05493,GRAT_STD_01,Gratuity,43.723477070499655,Observed_or_Validated,0.0002,1e-05,1.1,0.0008454046950670132,0.0008767777992937381,P06-C01
E05494,GRAT_STD_01,Gratuity,30.869267624914443,Observed_or_Validated,0.0002,1e-05,1.1,0.00038956662403461125,0.00039881486665210267,P06-C01
E05495,GRAT_STD_01,Gratuity,40.26283367556468,Observed_or_Validated,0.0002,1e-05,1.1,0.0006640735302528829,0.0006866728037097431,P06-C01
E05497,GRAT_STD_01,Gratuity,32.90075290896646,Observed_or_Validated,0.0002,1e-05,1.1,0.00043006497486603823,0.0004412881255585378,P06-C01
E05498,GRAT_STD_01,Gratuity,42.672142368240934,Observed_or_Validated,0.0002,1e-05,1.1,0.0007838678393568674,0.0008122674956234304,P06-C01
E05499,GRAT_STD_01,Gratuity,45.30595482546201,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.000950473089460198,0.0009869134500487592,P06-C01
E05500,GRAT_STD_01,Gratuity,42.16016427104723,Observed_or_Validated,0.0002,1e-05,1.1,0.0007560609609559456,0.0007831156283793145,P06-C01
E05502,GRAT_STD_01,Gratuity,37.20739219712526,Observed_or_Validated,0.0002,1e-05,1.1,0.0005468277757852151,0.0005637347795970855,P06-C01
E05503,GRAT_STD_01,Gratuity,43.266255989048595,Observed_or_Validated,0.0002,1e-05,1.1,0.0008178833779123383,0.000847927172704898,P06-C01
E05504,GRAT_STD_01,Gratuity,43.98083504449008,Observed_or_Validated,0.0002,1e-05,1.1,0.0008614314757703081,0.0008935783070477371,P06-C01
E05506,GRAT_STD_01,Gratuity,28.369609856262834,Observed_or_Validated,0.0002,1e-05,1.1,0.00034938064449304774,0.0003566674279209329,P06-C01
E05508,GRAT_STD_01,Gratuity,42.379192334017795,Observed_or_Validated,0.0002,1e-05,1.1,0.0007677910800867791,0.0007954132244902452,P06-C01
E05509,GRAT_STD_01,Gratuity,41.04859685147159,Observed_or_Validated,0.0002,1e-05,1.1,0.000700163097195341,0.0007245114716227653,P06-C01
E05513,GRAT_STD_01,Gratuity,48.993839835728956,Observed_or_Validated,0.0002,1e-05,1.1,0.0012665631804037855,0.0013181747916200263,P06-C01
E05514,GRAT_STD_01,Gratuity,36.89801505817933,Observed_or_Validated,0.0002,1e-05,1.1,0.0005367502449255483,0.0005531672798055989,P06-C01
E05515,GRAT_STD_01,Gratuity,44.07118412046543,Observed_or_Validated,0.0002,1e-05,1.1,0.0008671517796361311,0.00089957470238294,P06-C01
E05516,GRAT_STD_01,Gratuity,43.14031485284052,Observed_or_Validated,0.0002,1e-05,1.1,0.0008105109676594081,0.0008401985255756893,P06-C01
E05517,GRAT_STD_01,Gratuity,34.954140999315534,Observed_or_Validated,0.0002,1e-05,1.1,0.00047979873931166086,0.0004934446954500547,P06-C01
E05518,GRAT_STD_01,Gratuity,27.718001368925393,Observed_or_Validated,0.0002,1e-05,1.1,0.0003403855810554925,0.00034723307616427363,P06-C01
E05519,GRAT_STD_01,Gratuity,34.836413415468854,Observed_or_Validated,0.0002,1e-05,1.1,0.00047667676718678533,0.0004901707149357669,P06-C01
E05521,GRAT_STD_01,Gratuity,28.996577686516083,Observed_or_Validated,0.0002,1e-05,1.1,0.00035857919570992476,0.00036631511302625733,P06-C01
E05523,GRAT_STD_01,Gratuity,30.171115674195757,Observed_or_Validated,0.0002,1e-05,1.1,0.0003773631902900385,0.00038601597680229755,P06-C01
E05524,GRAT_STD_01,Gratuity,44.0848733744011,Observed_or_Validated,0.0002,1e-05,1.1,0.0008680227975072152,0.0009004877569271505,P06-C01
E05525,GRAT_STD_01,Gratuity,29.82340862422998,Observed_or_Validated,0.0002,1e-05,1.1,0.0003715816988567252,0.0003799523252326831,P06-C01
E05526,GRAT_STD_01,Gratuity,38.8145106091718,Observed_or_Validated,0.0002,1e-05,1.1,0.000604237702786376,0.00062393384240146,P06-C01
E05530,GRAT_STD_01,Gratuity,49.14168377823409,Observed_or_Validated,0.0002,1e-05,1.1,0.0012816985431117905,0.0013340338443139554,P06-C01
E05531,GRAT_STD_01,Gratuity,46.639288158795345,Observed_or_Validated,0.0002,1e-05,1.1,0.001052168292178357,0.0010935016641429485,P06-C01
E05532,GRAT_STD_01,Gratuity,43.110198494182065,Observed_or_Validated,0.0002,1e-05,1.1,0.0008087610723366018,0.0008383640660541764,P06-C01
E05533,GRAT_STD_01,Gratuity,47.945242984257355,Observed_or_Validated,0.0002,1e-05,1.1,0.0011651222937514884,0.00121187705782788,P06-C01
E05534,GRAT_STD_01,Gratuity,29.78507871321013,Observed_or_Validated,0.0002,1e-05,1.1,0.00037095601490476837,0.00037929610317071415,P06-C01
E05535,GRAT_STD_01,Gratuity,27.81656399726215,Observed_or_Validated,0.0002,1e-05,1.1,0.0003417105800591639,0.0003486227892067066,P06-C01
E05537,GRAT_STD_01,Gratuity,50.06160164271047,Observed_or_Validated,0.0002,1e-05,1.1,0.0013808211282517618,0.0014378897022507462,P06-C01
E05538,GRAT_STD_01,Gratuity,26.203969883641342,Observed_or_Validated,0.0002,1e-05,1.1,0.0003215213751163737,0.00032744731736885887,P06-C01
E05539,GRAT_STD_01,Gratuity,33.84531143052703,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.000451737734880756,0.0004640170196049907,P06-C01
E05542,GRAT_STD_01,Gratuity,24.361396303901437,Observed_or_Validated,0.0002,1e-05,1.1,0.00030194914953489833,0.0003069185368701153,P06-C01
E05543,GRAT_STD_01,Gratuity,34.625598904859686,Observed_or_Validated,0.0002,1e-05,1.1,0.0004711730425363958,0.0004843989885787108,P06-C01
E05544,GRAT_STD_01,Gratuity,45.47296372347707,Observed_or_Validated,0.0002,1e-05,1.1,0.0009625144367265423,0.0009995347540212782,P06-C01
E05545,GRAT_STD_01,Gratuity,38.809034907597535,Observed_or_Validated,0.0002,1e-05,1.1,0.0006040267901719891,0.0006237126896949772,P06-C01
E05546,GRAT_STD_01,Gratuity,35.46338124572211,Observed_or_Validated,0.0002,1e-05,1.1,0.000493713950431808,0.0005080373058424743,P06-C01
E05547,GRAT_STD_01,Gratuity,41.37713894592745,Observed_or_Validated,0.0002,1e-05,1.1,0.0007160726993233087,0.0007411916864573151,P06-C01
E05549,GRAT_STD_01,Gratuity,37.78781656399726,Observed_or_Validated,0.0002,1e-05,1.1,0.0005665550387965683,0.0005844208574819574,P06-C01
E05550,GRAT_STD_01,Gratuity,40.90896646132786,Observed_or_Validated,0.0002,1e-05,1.1,0.0006935509235160305,0.0007175789424672126,P06-C01
E05551,GRAT_STD_01,Gratuity,49.32511978097194,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0013007765102896252,0.0013540236563990109,P06-C01
E05552,GRAT_STD_01,Gratuity,28.128678986995208,Observed_or_Validated,0.0002,1e-05,1.1,0.00034598947716560715,0.0003531106579659613,P06-C01
E05553,GRAT_STD_01,Gratuity,45.27857631759069,Observed_or_Validated,0.0002,1e-05,1.1,0.000948517319927348,0.00098486346822494,P06-C01
E05556,GRAT_STD_01,Gratuity,39.83846680355921,Observed_or_Validated,0.0002,1e-05,1.1,0.0006456779148719868,0.0006673850832857334,P06-C01
E05557,GRAT_STD_01,Gratuity,43.57015742642026,Observed_or_Validated,0.0002,1e-05,1.1,0.0008360420206798427,0.0008669629910878545,P06-C01
E05561,GRAT_STD_01,Gratuity,32.17522245037645,Observed_or_Validated,0.0002,1e-05,1.1,0.00041469347860776534,0.00042516724851086646,P06-C01
E05562,GRAT_STD_01,Gratuity,29.930184804928132,Observed_or_Validated,0.0002,1e-05,1.1,0.0003733367767071851,0.0003817930618600118,P06-C01
E05563,GRAT_STD_01,Gratuity,41.10335386721424,Observed_or_Validated,0.0002,1e-05,1.1,0.0007027802222094458,0.0007272553813413279,P06-C01
E05564,GRAT_STD_01,Gratuity,27.857631759069132,Observed_or_Validated,0.0002,1e-05,1.1,0.000342266347152326,0.0003492056998456827,P06-C01
E05565,GRAT_STD_01,Gratuity,20.199863107460644,Observed_or_Validated,0.0002,1e-05,1.1,0.0002685688039091294,0.00027190581838364136,P06-C01
E05566,GRAT_STD_01,Gratuity,36.53388090349076,Observed_or_Validated,0.0002,1e-05,1.1,0.0005252635740920626,0.0005411219914779633,P06-C01
E05567,GRAT_STD_01,Gratuity,43.488021902806295,Observed_or_Validated,0.0002,1e-05,1.1,0.0008310822987103614,0.0008617637196378157,P06-C01
E05568,GRAT_STD_01,Gratuity,44.238193018480494,Observed_or_Validated,0.0002,1e-05,1.1,0.0008778562357595833,0.0009107957142726985,P06-C01
E05571,GRAT_STD_01,Gratuity,37.84531143052703,Observed_or_Validated,0.0002,1e-05,1.1,0.000568569217638915,0.0005865329084625853,P06-C01
E05572,GRAT_STD_01,Gratuity,41.06228610540725,Observed_or_Validated,0.0002,1e-05,1.1,0.0007008160985203937,0.0007251961078241733,P06-C01
E05574,GRAT_STD_01,Gratuity,55.58932238193019,Observed_or_Validated,0.0002,1e-05,1.1,0.002199821897679209,0.0022955859746511945,P06-C01
E05576,GRAT_STD_01,Gratuity,46.90485968514716,Observed_or_Validated,0.0002,1e-05,1.1,0.0010740133964482444,0.001116396350300771,P06-C01
E05577,GRAT_STD_01,Gratuity,43.94250513347023,Observed_or_Validated,0.0002,1e-05,1.1,0.0008590195223832852,0.0008910499295208989,P06-C01
E05578,GRAT_STD_01,Gratuity,33.64271047227926,Observed_or_Validated,0.0002,1e-05,1.1,0.00044692332842653293,0.00045896804723765175,P06-C01
E05579,GRAT_STD_01,Gratuity,45.054072553045856,Observed_or_Validated,0.0002,1e-05,1.1,0.0009326710646188617,0.0009682537204059623,P06-C01
E05580,GRAT_STD_01,Gratuity,27.189596167008897,Observed_or_Validated,0.0002,1e-05,1.1,0.0003334905104415073,0.0003400012134570282,P06-C01
E05581,GRAT_STD_01,Gratuity,35.83025325119781,Observed_or_Validated,0.0002,1e-05,1.1,0.0005041658077047627,0.0005189978245215897,P06-C01
E05583,GRAT_STD_01,Gratuity,32.98562628336756,Observed_or_Validated,0.0002,1e-05,1.1,0.00043193358636585947,0.0004432478166184419,P06-C01
E05584,GRAT_STD_01,Gratuity,21.207392197125255,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.00027547982911215575,0.0002791549086905678,P06-C01
E05585,GRAT_STD_01,Gratuity,35.05544147843943,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0004825132701382883,0.0004962913876896896,P06-C01
E05586,GRAT_STD_01,Gratuity,42.13826146475017,Observed_or_Validated,0.0002,1e-05,1.1,0.0007549013608990161,0.000781899921239481,P06-C01
E05587,GRAT_STD_01,Gratuity,33.13347022587269,Observed_or_Validated,0.0002,1e-05,1.1,0.0004352249047034067,0.0004466995505195359,P06-C01
E05588,GRAT_STD_01,Gratuity,28.744695414099933,Observed_or_Validated,0.0002,1e-05,1.1,0.0003548175274755878,0.0003623697866124029,P06-C01
E05589,GRAT_STD_01,Gratuity,46.902121834360024,Observed_or_Validated,0.0002,1e-05,1.1,0.0010737853567323208,0.0011161573567736002,P06-C01
E05590,GRAT_STD_01,Gratuity,46.053388090349074,Observed_or_Validated,0.0002,1e-05,1.1,0.001005885596401406,0.001044993510867001,P06-C01
E05591,GRAT_STD_01,Gratuity,19.73990417522245,Observed_or_Validated,0.0002,1e-05,1.1,0.0002656277686684022,0.00026882090122306906,P06-C01
E05592,GRAT_STD_01,Gratuity,30.981519507186857,Observed_or_Validated,0.0002,1e-05,1.1,0.00039160563739531817,0.00040095335594657783,P06-C01
E05593,GRAT_STD_01,Gratuity,23.397672826830938,Observed_or_Validated,0.0002,1e-05,1.1,0.000293002046391614,0.0002975340208489598,P06-C01
E05595,GRAT_STD_01,Gratuity,29.259411362080765,Observed_or_Validated,0.0002,1e-05,1.1,0.00036260189491387455,0.00037053419765145873,P06-C01
E05597,GRAT_STD_01,Gratuity,44.2135523613963,Observed_or_Validated,0.0002,1e-05,1.1,0.0008762661545787144,0.0009091289098765866,P06-C01
E05598,GRAT_STD_01,Gratuity,37.07597535934291,Observed_or_Validated,0.0002,1e-05,1.1,0.0005425107249428403,0.0005592078476880091,P06-C01
E05599,GRAT_STD_01,Gratuity,55.68788501026694,Observed_or_Validated,0.0002,1e-05,1.1,0.002218696784986173,0.0023153439605804586,P06-C01
E05601,GRAT_STD_01,Gratuity,50.36002737850787,Observed_or_Validated,0.0002,1e-05,1.1,0.0014148894419934628,0.0014735823421517425,P06-C01
E05602,GRAT_STD_01,Gratuity,48.61875427789185,Observed_or_Validated,0.0002,1e-05,1.1,0.0012291076073824713,0.0012789272158402348,P06-C01
E05603,GRAT_STD_01,Gratuity,47.605749486652975,Observed_or_Validated,0.0002,1e-05,1.1,0.0011343934818470144,0.0011796747608730017,P06-C01
E05604,GRAT_STD_01,Gratuity,43.4113620807666,Observed_or_Validated,0.0002,1e-05,1.1,0.0008264881242577732,0.0008569476271363402,P06-C01
E05606,GRAT_STD_01,Gratuity,20.301163586584533,Observed_or_Validated,0.0002,1e-05,1.1,0.0002692340396868681,0.000272603597640308,P06-C01
E05607,GRAT_STD_01,Gratuity,45.492128678986994,Observed_or_Validated,0.0002,1e-05,1.1,0.0009639085301541403,0.0010009959819479088,P06-C01
E05608,GRAT_STD_01,Gratuity,47.5482546201232,Observed_or_Validated,0.0002,1e-05,1.1,0.0011292871531264027,0.0011743234766904871,P06-C01
E05609,GRAT_STD_01,Gratuity,42.1492128678987,Observed_or_Validated,0.0002,1e-05,1.1,0.0007554808583356124,0.0007825074577615527,P06-C01
E05611,GRAT_STD_01,Gratuity,54.80355920602327,Observed_or_Validated,0.0002,1e-05,1.1,0.0020555235544907667,0.002144523419744233,P06-C01
E05612,GRAT_STD_01,Gratuity,39.40588637919233,Observed_or_Validated,0.0002,1e-05,1.1,0.0006276765600779816,0.0006485103829338677,P06-C01
E05613,GRAT_STD_01,Gratuity,25.347022587268995,Observed_or_Validated,0.0002,1e-05,1.1,0.00031199053662335843,0.0003174507301177077,P06-C01
E05615,GRAT_STD_01,Gratuity,29.963039014373717,Observed_or_Validated,0.0002,1e-05,1.1,0.0003738804038919615,0.00038236322076415797,P06-C01
E05616,GRAT_STD_01,Gratuity,61.18001368925393,Review,0.0002,1e-05,1.1,0.003607258193901886,0.00376779925752994,P06-C01
E05618,GRAT_STD_01,Gratuity,38.392881587953454,Observed_or_Validated,0.0002,1e-05,1.1,0.0005883152618918495,0.0006072382079007965,P06-C01
E05619,GRAT_STD_01,Gratuity,39.80287474332649,Observed_or_Validated,0.0002,1e-05,1.1,0.0006441686095170454,0.0006658025668489709,P06-C01
E05620,GRAT_STD_01,Gratuity,35.71252566735113,Observed_or_Validated,0.0002,1e-05,1.1,0.0005007719497648354,0.0005154388105931782,P06-C01
E05621,GRAT_STD_01,Gratuity,50.09719370294319,Observed_or_Validated,0.0002,1e-05,1.1,0.0013848336127315545,0.0014420935622622762,P06-C01
E05622,GRAT_STD_01,Gratuity,44.31485284052019,Observed_or_Validated,0.0002,1e-05,1.1,0.0008828271038100252,0.0009160064143935658,P06-C01
E05624,GRAT_STD_01,Gratuity,32.506502395619435,Observed_or_Validated,0.0002,1e-05,1.1,0.00042158043940193515,0.00043238998990820004,P06-C01
E05626,GRAT_STD_01,Gratuity,19.603011635865844,Observed_or_Validated,0.0002,1e-05,1.1,0.0002647770683160346,0.0002679285809613439,P06-C01
E05628,GRAT_STD_01,Gratuity,27.802874743326488,Observed_or_Validated,0.0002,1e-05,1.1,0.0003415258072516882,0.00034842899205959427,P06-C01
E05629,GRAT_STD_01,Gratuity,29.38261464750171,Observed_or_Validated,0.0002,1e-05,1.1,0.0003645225064494419,0.00037254856584680225,P06-C01
E05630,GRAT_STD_01,Gratuity,45.83709787816564,Observed_or_Validated,0.0002,1e-05,1.1,0.0009894426052585018,0.00102775930771252,P06-C01
E05631,GRAT_STD_01,Gratuity,25.00205338809035,Observed_or_Validated,0.0002,1e-05,1.1,0.000308368265980666,0.000313651421755554,P06-C01
E05632,GRAT_STD_01,Gratuity,44.65434633812457,Observed_or_Validated,0.0002,1e-05,1.1,0.0009052828101520461,0.0009395452142634276,P06-C01
E05634,GRAT_STD_01,Gratuity,34.899383983572896,Observed_or_Validated,0.0002,1e-05,1.1,0.0004783423011957193,0.0004919173448989246,P06-C01
E05637,GRAT_STD_01,Gratuity,27.863107460643395,Observed_or_Validated,0.0002,1e-05,1.1,0.00034234061392855736,0.0003492835937696158,P06-C01
E05639,GRAT_STD_01,Gratuity,44.15605749486653,Observed_or_Validated,0.0002,1e-05,1.1,0.0008725704553310304,0.0009052548782182059,P06-C01
E05640,GRAT_STD_01,Gratuity,20.503764544832308,Observed_or_Validated,0.0002,1e-05,1.1,0.0002705839356632605,0.0002740195293246076,P06-C01
E05641,GRAT_STD_01,Gratuity,28.079397672826833,Observed_or_Validated,0.0002,1e-05,1.1,0.0003453053708830373,0.0003523931428335981,P06-C01
E05642,GRAT_STD_01,Gratuity,32.766598220396986,Observed_or_Validated,0.0002,1e-05,1.1,0.00042714202007690464,0.00043822269287343516,P06-C01
E05643,GRAT_STD_01,Gratuity,50.24503764544832,Observed_or_Validated,0.0002,1e-05,1.1,0.0014016473250430361,0.001459709012478273,P06-C01
E05644,GRAT_STD_01,Gratuity,31.520876112251884,Observed_or_Validated,0.0002,1e-05,1.1,0.000401712912820213,0.0004115536604779956,P06-C01
E05646,GRAT_STD_01,Gratuity,46.59000684462697,Observed_or_Validated,0.0002,1e-05,1.1,0.0010481750339394447,0.0010893164868945025,P06-C01
E05647,GRAT_STD_01,Gratuity,26.43394934976044,Observed_or_Validated,0.0002,1e-05,1.1,0.0003242144563499406,0.0003302719847793469,P06-C01
E05648,GRAT_STD_01,Gratuity,43.27173169062286,Observed_or_Validated,0.0002,1e-05,1.1,0.0008182059292920776,0.000848265308490381,P06-C01
E05651,GRAT_STD_01,Gratuity,42.677618069815196,Observed_or_Validated,0.0002,1e-05,1.1,0.0007841726337305343,0.0008125870278612604,P06-C01
E05653,GRAT_STD_01,Gratuity,24.646132785763175,Observed_or_Validated,0.0002,1e-05,1.1,0.00030475375865289783,0.0003098602417457755,P06-C01
E05654,GRAT_STD_01,Gratuity,36.25462012320329,Observed_or_Validated,0.0002,1e-05,1.1,0.0005167204284832315,0.0005321632831740723,P06-C01
E05655,GRAT_STD_01,Gratuity,28.147843942505133,Observed_or_Validated,0.0002,1e-05,1.1,0.00034625638748338265,0.0003533906029121205,P06-C01
E05656,GRAT_STD_01,Gratuity,48.67624914442163,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0012347624383079803,0.0012848526920759657,P06-C01
E05657,GRAT_STD_01,Gratuity,41.61533196440794,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0007279226966556497,0.0007536154806690429,P06-C01
E05658,GRAT_STD_01,Gratuity,44.19164955509925,Observed_or_Validated,0.0002,1e-05,1.1,0.0008748558806583859,0.0009076505863178127,P06-C01
E05661,GRAT_STD_01,Gratuity,35.31006160164271,Observed_or_Validated,0.0002,1e-05,1.1,0.0004894531384143541,0.0005035690980457535,P06-C01
E05662,GRAT_STD_01,Gratuity,40.29295003422313,Observed_or_Validated,0.0002,1e-05,1.1,0.000665407518474092,0.0006880714699147714,P06-C01
E05664,GRAT_STD_01,Gratuity,30.54072553045859,Observed_or_Validated,0.0002,1e-05,1.1,0.0003837226226582795,0.000392685732678155,P06-C01
E05665,GRAT_STD_01,Gratuity,36.2299794661191,Observed_or_Validated,0.0002,1e-05,1.1,0.0005159774815774416,0.0005313841934402572,P06-C01
E05666,GRAT_STD_01,Gratuity,47.1129363449692,Observed_or_Validated,0.0002,1e-05,1.1,0.0010915196933094964,0.0011347433855664842,P06-C01
E05667,GRAT_STD_01,Gratuity,39.89596167008898,Observed_or_Validated,0.0002,1e-05,1.1,0.0006481268650476098,0.0006699528180688405,P06-C01
E05668,GRAT_STD_01,Gratuity,37.256673511293634,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.000548460661472389,0.0005654470455671042,P06-C01
E05669,GRAT_STD_01,Gratuity,35.96714579055441,Observed_or_Validated,0.0002,1e-05,1.1,0.0005081603379686238,0.0005231867251754231,P06-C01
E05671,GRAT_STD_01,Gratuity,35.937029431895965,Observed_or_Validated,0.0002,1e-05,1.1,0.0005072770641821546,0.0005222604735617668,P06-C01
E05672,GRAT_STD_01,Gratuity,35.559206023271734,Observed_or_Validated,0.0002,1e-05,1.1,0.0004964087496642377,0.0005108632645928619,P06-C01
E05673,GRAT_STD_01,Gratuity,23.457905544147845,Observed_or_Validated,0.0002,1e-05,1.1,0.0002935374871697586,0.00029809564114706286,P06-C01
E05675,GRAT_STD_01,Gratuity,46.38740588637919,Observed_or_Validated,0.0002,1e-05,1.1,0.0010319539482939281,0.0010723156233261042,P06-C01
E05677,GRAT_STD_01,Gratuity,41.82614647501711,Observed_or_Validated,0.0002,1e-05,1.1,0.0007386374090470698,0.0007648488845497336,P06-C01
E05678,GRAT_STD_01,Gratuity,37.782340862423,Observed_or_Validated,0.0002,1e-05,1.1,0.0005663637872606123,0.0005842203124991034,P06-C01
E05679,GRAT_STD_01,Gratuity,22.88021902806297,Observed_or_Validated,0.0002,1e-05,1.1,0.00028852658324156485,0.00029283972475041613,P06-C01
E05680,GRAT_STD_01,Gratuity,37.99315537303217,Observed_or_Validated,0.0002,1e-05,1.1,0.0005737995020650647,0.000592017319844891,P06-C01
E05682,GRAT_STD_01,Gratuity,42.362765229295,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0007669028020101186,0.0007944819787996421,P06-C01
E05685,GRAT_STD_01,Gratuity,40.550308008213555,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0006769645838212452,0.0007001887938600505,P06-C01
E05686,GRAT_STD_01,Gratuity,24.229979466119097,Observed_or_Validated,0.0002,1e-05,1.1,0.0003006801633330794,0.0003055875168536198,P06-C01
E05688,GRAT_STD_01,Gratuity,37.28678986995209,Observed_or_Validated,0.0002,1e-05,1.1,0.000549462318295405,0.0005664973949790297,P06-C01
E05690,GRAT_STD_01,Gratuity,30.795345653661876,Observed_or_Validated,0.0002,1e-05,1.1,0.0003882357232285915,0.0003974190336418397,P06-C01
E05691,GRAT_STD_01,Gratuity,37.620807665982205,Observed_or_Validated,0.0002,1e-05,1.1,0.0005607665365705304,0.0005783510579243582,P06-C01
E05692,GRAT_STD_01,Gratuity,46.71321013004791,Observed_or_Validated,0.0002,1e-05,1.1,0.0010581934581111133,0.0010998163709167058,P06-C01
E05693,GRAT_STD_01,Gratuity,53.111567419575636,Observed_or_Validated,0.0002,1e-05,1.1,0.0017791754669460448,0.0018551572322820916,P06-C01
E05696,GRAT_STD_01,Gratuity,42.926762491444215,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0007982104077388213,0.0008273034661585682,P06-C01
E05697,GRAT_STD_01,Gratuity,36.186173853524984,Observed_or_Validated,0.0002,1e-05,1.1,0.0005146609875908446,0.0005300036532566804,P06-C01
E05699,GRAT_STD_01,Gratuity,56.98562628336756,Observed_or_Validated,0.0002,1e-05,1.1,0.0024844838242450568,0.0025935248235637075,P06-C01
E05701,GRAT_STD_01,Gratuity,43.5564681724846,Observed_or_Validated,0.0002,1e-05,1.1,0.0008352127017271967,0.0008660936187647714,P06-C01
E05702,GRAT_STD_01,Gratuity,39.950718685831625,Observed_or_Validated,0.0002,1e-05,1.1,0.0006504717082289338,0.0006724113900381239,P06-C01
E05704,GRAT_STD_01,Gratuity,41.106091718001366,Observed_or_Validated,0.0002,1e-05,1.1,0.0007029114373392955,0.0007273929528936885,P06-C01
E05706,GRAT_STD_01,Gratuity,37.64271047227926,Observed_or_Validated,0.0002,1e-05,1.1,0.0005615204451492869,0.0005791416054382534,P06-C01
E05707,GRAT_STD_01,Gratuity,34.417522245037645,Observed_or_Validated,0.0002,1e-05,1.1,0.00046584816208895634,0.0004788147834505053,P06-C01
E05710,GRAT_STD_01,Gratuity,27.822039698836413,Observed_or_Validated,0.0002,1e-05,1.1,0.0003417845567103504,0.00034870037888130574,P06-C01
E05711,GRAT_STD_01,Gratuity,21.412731006160165,Observed_or_Validated,0.0002,1e-05,1.1,0.00027697158557882614,0.00028071963018359185,P06-C01
E05712,GRAT_STD_01,Gratuity,35.854893908282,Observed_or_Validated,0.0002,1e-05,1.1,0.0005048809822309762,0.0005197478001123148,P06-C01
E05713,GRAT_STD_01,Gratuity,52.84052019164955,Observed_or_Validated,0.0002,1e-05,1.1,0.0017389021836151193,0.0018129797655653467,P06-C01
E05714,GRAT_STD_01,Gratuity,30.26694045174538,Observed_or_Validated,0.0002,1e-05,1.1,0.00037899048170180914,0.00038772267997500616,P06-C01
E05717,GRAT_STD_01,Gratuity,51.7782340862423,Observed_or_Validated,0.0002,1e-05,1.1,0.0015907214130782327,0.0016577774348127794,P06-C01
E05718,GRAT_STD_01,Gratuity,34.0807665982204,Observed_or_Validated,0.0002,1e-05,1.1,0.00045745091622692265,0.00047000852358622153,P06-C01
E05721,GRAT_STD_01,Gratuity,47.46885694729637,Observed_or_Validated,0.0002,1e-05,1.1,0.0011222814006291758,0.0011669816049097385,P06-C01
E05722,GRAT_STD_01,Gratuity,28.788501026694046,Observed_or_Validated,0.0002,1e-05,1.1,0.00035546526059783445,0.0003630491455063228,P06-C01
E05723,GRAT_STD_01,Gratuity,25.399041752224505,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.00031254715948807,0.0003180345565285209,P06-C01
E05724,GRAT_STD_01,Gratuity,45.36618754277892,Observed_or_Validated,0.0002,1e-05,1.1,0.0009547937889564767,0.0009914422690740232,P06-C01
E05726,GRAT_STD_01,Gratuity,48.87337440109514,Observed_or_Validated,0.0002,1e-05,1.1,0.0012543873800233668,0.001305416628491479,P06-C01
E05727,GRAT_STD_01,Gratuity,48.087611225188226,Observed_or_Validated,0.0002,1e-05,1.1,0.001178307429007359,0.0012256941185341645,P06-C01
E05728,GRAT_STD_01,Gratuity,28.799452429842574,Observed_or_Validated,0.0002,1e-05,1.1,0.0003556276168765256,0.00036321942880858165,P06-C01
E05729,GRAT_STD_01,Gratuity,22.570841889117045,Observed_or_Validated,0.0002,1e-05,1.1,0.0002859543285468595,0.0002901416867111984,P06-C01
E05730,GRAT_STD_01,Gratuity,33.040383299110196,Observed_or_Validated,0.0002,1e-05,1.1,0.00043314718887650606,0.0004445205702887899,P06-C01
E05731,GRAT_STD_01,Gratuity,35.337440109514034,Observed_or_Validated,0.0002,1e-05,1.1,0.0004902094383879522,0.0005043622125125798,P06-C01
E05732,GRAT_STD_01,Gratuity,53.4839151266256,Observed_or_Validated,0.0002,1e-05,1.1,0.0018362243816435397,0.0019149004579769849,P06-C01
E05733,GRAT_STD_01,Gratuity,25.27310061601643,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.00031120427851374845,0.00031662604503451895,P06-C01
E05734,GRAT_STD_01,Gratuity,30.034223134839152,Observed_or_Validated,0.0002,1e-05,1.1,0.0003750641188521668,0.00038360470579627896,P06-C01
E05735,GRAT_STD_01,Gratuity,26.403832991101986,Observed_or_Validated,0.0002,1e-05,1.1,0.00032385842294889455,0.0003298985557496301,P06-C01
E05737,GRAT_STD_01,Gratuity,20.919917864476385,Observed_or_Validated,0.0002,1e-05,1.1,0.0002734398149194452,0.0002770151090390175,P06-C01
E05738,GRAT_STD_01,Gratuity,22.23134839151266,Reconstructed_or_Imputed,0.0002,1e-05,1.1,0.0002832176034588657,0.0002872711276759082,P06-C01
