rule_id,plan_id,product_type,rule_category,parameter_name,parameter_value,value_type,unit,formula_template,effective_from,effective_to,dashboard_editable_flag,source_reference,parameter_value_source,numeric_value,text_value,boolean_value,value_parse_success_flag,active_at_valuation_flag,formula_supported_flag,statutory_locked_flag,effective_dashboard_editable_flag,parameter_value_display,base_parameter_value_display,override_applied_flag,override_source
R0113,GTI_FLAT_01,GTI,Demographic,mortality_model,Gompertz-Makeham,Text,model,gti_expected_claims,2026-09-01,,No,Book Chapters 7 and 25; illustrative model family,Gompertz-Makeham,,Gompertz-Makeham,,True,True,True,False,False,Gompertz-Makeham,Gompertz-Makeham,False,
R0114,GTI_FLAT_01,GTI,Demographic,mortality_A,0.0002,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,0.0002,0.0002,,,True,True,True,False,True,0.0002,0.0002,False,
R0115,GTI_FLAT_01,GTI,Demographic,mortality_B,1e-05,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1e-05,1e-05,,,True,True,True,False,True,1e-05,1e-05,False,
R0116,GTI_FLAT_01,GTI,Demographic,mortality_c,1.1,Numeric,multiplier,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1.1,1.1,,,True,True,True,False,True,1.1,1.1,False,
R0117,GTI_FLAT_01,GTI,Credibility,credibility_confidence_z,1.96,Numeric,z_score,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,1.96,1.96,,,True,True,True,False,True,1.96,1.96,False,
R0118,GTI_FLAT_01,GTI,Credibility,credibility_tolerance_k,0.1,Numeric,relative_tolerance,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,0.1,0.1,,,True,True,True,False,True,0.1,0.1,False,
R0119,GTI_SAL_02,GTI,Demographic,mortality_model,Gompertz-Makeham,Text,model,gti_expected_claims,2026-09-01,,No,Book Chapters 7 and 25; illustrative model family,Gompertz-Makeham,,Gompertz-Makeham,,True,True,True,False,False,Gompertz-Makeham,Gompertz-Makeham,False,
R0120,GTI_SAL_02,GTI,Demographic,mortality_A,0.0002,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,0.0002,0.0002,,,True,True,True,False,True,0.0002,0.0002,False,
R0121,GTI_SAL_02,GTI,Demographic,mortality_B,1e-05,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1e-05,1e-05,,,True,True,True,False,True,1e-05,1e-05,False,
R0122,GTI_SAL_02,GTI,Demographic,mortality_c,1.1,Numeric,multiplier,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1.1,1.1,,,True,True,True,False,True,1.1,1.1,False,
R0123,GTI_SAL_02,GTI,Credibility,credibility_confidence_z,1.96,Numeric,z_score,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,1.96,1.96,,,True,True,True,False,True,1.96,1.96,False,
R0124,GTI_SAL_02,GTI,Credibility,credibility_tolerance_k,0.1,Numeric,relative_tolerance,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,0.1,0.1,,,True,True,True,False,True,0.1,0.1,False,
R0125,GTI_GRADE_03,GTI,Demographic,mortality_model,Gompertz-Makeham,Text,model,gti_expected_claims,2026-09-01,,No,Book Chapters 7 and 25; illustrative model family,Gompertz-Makeham,,Gompertz-Makeham,,True,True,True,False,False,Gompertz-Makeham,Gompertz-Makeham,False,
R0126,GTI_GRADE_03,GTI,Demographic,mortality_A,0.0002,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,0.0002,0.0002,,,True,True,True,False,True,0.0002,0.0002,False,
R0127,GTI_GRADE_03,GTI,Demographic,mortality_B,1e-05,Numeric,intensity,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1e-05,1e-05,,,True,True,True,False,True,1e-05,1e-05,False,
R0128,GTI_GRADE_03,GTI,Demographic,mortality_c,1.1,Numeric,multiplier,gti_expected_claims,2026-09-01,,Yes,Synthetic model parameter,1.1,1.1,,,True,True,True,False,True,1.1,1.1,False,
R0129,GTI_GRADE_03,GTI,Credibility,credibility_confidence_z,1.96,Numeric,z_score,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,1.96,1.96,,,True,True,True,False,True,1.96,1.96,False,
R0130,GTI_GRADE_03,GTI,Credibility,credibility_tolerance_k,0.1,Numeric,relative_tolerance,limited_fluctuation_credibility,2026-09-01,,Yes,Book Chapter 25; illustrative credibility parameter,0.1,0.1,,,True,True,True,False,True,0.1,0.1,False,
R0131,EDLI_STAT_CURRENT,EDLI,Statutory,rule_basis,Effective-date statutory rule,Text,basis,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,Effective-date statutory rule,,Effective-date statutory rule,,True,True,True,True,False,Effective-date statutory rule,Effective-date statutory rule,False,
R0132,EDLI_STAT_CURRENT,EDLI,Statutory,wage_factor,35,Numeric,multiple,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,35,35.0,,,True,True,True,True,False,35,35,False,
R0133,EDLI_STAT_CURRENT,EDLI,Statutory,wage_ceiling_monthly,15000,Numeric,INR_per_month,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,15000,15000.0,,,True,True,True,True,False,15000,15000,False,
R0134,EDLI_STAT_CURRENT,EDLI,Statutory,pf_component_rate,0.5,Numeric,decimal_rate,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,0.5,0.5,,,True,True,True,True,False,0.5,0.5,False,
R0135,EDLI_STAT_CURRENT,EDLI,Statutory,pf_component_cap,175000,Numeric,INR,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,175000,175000.0,,,True,True,True,True,False,175000,175000,False,
R0136,EDLI_STAT_CURRENT,EDLI,Statutory,illustrative_minimum_benefit,250000,Numeric,INR,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,250000,250000.0,,,True,True,True,True,False,250000,250000,False,
R0137,EDLI_STAT_CURRENT,EDLI,Statutory,illustrative_maximum_benefit,700000,Numeric,INR,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,700000,700000.0,,,True,True,True,True,False,700000,700000,False,
R0138,EDLI_STAT_CURRENT,EDLI,Statutory,part_a_minimum_floor,50000,Numeric,INR,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,50000,50000.0,,,True,True,True,True,False,50000,50000,False,
R0139,EDLI_STAT_CURRENT,EDLI,Statutory,continuity_gap_days,60,Numeric,days,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,60,60.0,,,True,True,True,True,False,60,60,False,
R0140,EDLI_STAT_CURRENT,EDLI,Governance,official_calculator_required,True,Boolean,flag,edli_effective_date_rule,2025-07-18,,No,https://www.epfindia.gov.in/EP_Cal/edli.html,True,,,True,True,True,True,True,False,True,True,False,
R0141,SUP_DC_01,DC_Superannuation,Financial,salary_escalation_rate,0.065,Numeric,decimal_rate,salary_projection,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.065,0.065,,,True,True,True,False,True,0.065,0.065,False,
R0142,SUP_DC_02,DC_Superannuation,Financial,salary_escalation_rate,0.070,Numeric,decimal_rate,salary_projection,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.070,0.07,,,True,True,True,False,True,0.07,0.07,False,
R0143,PEN_DB_01,DB_Pension,Demographic,weibull_eta,15,Numeric,years,weibull_withdrawal,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,15,15.0,,,True,True,True,False,True,15,15,False,
R0144,PEN_DB_01,DB_Pension,Demographic,weibull_k,0.75,Numeric,shape,weibull_withdrawal,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.75,0.75,,,True,True,True,False,True,0.75,0.75,False,
R0145,PEN_DB_01,DB_Pension,Demographic,disability_annual_q,0.0015,Numeric,probability,bernoulli_disability,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.0015,0.0015,,,True,True,True,False,True,0.0015,0.0015,False,
R0146,PEN_DB_02,DB_Pension,Demographic,weibull_eta,15,Numeric,years,weibull_withdrawal,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,15,15.0,,,True,True,True,False,True,15,15,False,
R0147,PEN_DB_02,DB_Pension,Demographic,weibull_k,0.75,Numeric,shape,weibull_withdrawal,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.75,0.75,,,True,True,True,False,True,0.75,0.75,False,
R0148,PEN_DB_02,DB_Pension,Demographic,disability_annual_q,0.0015,Numeric,probability,bernoulli_disability,2026-09-01,,Yes,Synthetic scheme design - Hessian-AI educational dashboard,0.0015,0.0015,,,True,True,True,False,True,0.0015,0.0015,False,
