employee_id,gratuity_member_flag,gratuity_plan_id,superannuation_member_flag,superannuation_plan_id,superannuation_scheme_type,dc_current_corpus,pf_member_flag,edli_eligible_flag,pf_current_balance,average_progressive_balance,gti_member_flag,gti_plan_id,gti_cover_basis,gti_sum_assured,gratuity_member_missing_plan_flag,gratuity_nonmember_has_plan_flag,invalid_gratuity_plan_flag,super_member_missing_plan_flag,super_member_missing_scheme_type_flag,super_nonmember_has_plan_flag,super_nonmember_has_scheme_type_flag,invalid_super_plan_flag,dc_member_missing_corpus_flag,db_member_has_dc_corpus_flag,pf_no_edli_yes_flag,pf_member_missing_balance_flag,edli_eligible_missing_apb_flag,gti_member_missing_plan_flag,gti_member_missing_cover_basis_flag,gti_member_missing_sum_assured_flag,gti_member_nonpositive_sum_assured_flag,gti_nonmember_has_plan_flag,gti_nonmember_has_sum_assured_flag,invalid_gti_plan_flag
E07058,Yes,GRAT_STD_01,Yes,,DC,1210000.0,Yes,Yes,263000.0,249000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07129,Yes,,Yes,SUP_DC_01,DC,358000.0,Yes,Yes,431000.0,363000.0,Yes,GTI_SAL_02,Salary Multiple,1500000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07162,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,238000.0,230000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07206,Yes,GRAT_ENH_02,Yes,,DC,3714000.0,Yes,Yes,869000.0,762000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07339,Yes,,Yes,SUP_DC_01,DC,490000.0,Yes,Yes,381000.0,344000.0,Yes,GTI_GRADE_03,Grade Based,2500000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07360,Yes,,No,,,,Yes,Yes,405000.0,346000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07375,Yes,GRAT_STD_01,No,,,,Yes,Yes,839000.0,713000.0,Yes,,Grade Based,4000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07405,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,115000.0,No,Yes,,,Yes,GTI_GRADE_03,Grade Based,4000000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E07423,Yes,GRAT_STD_01,Yes,,DC,765000.0,Yes,Yes,336000.0,300000.0,No,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07427,Yes,GRAT_ENH_02,Yes,PEN_DB_01,DB,,No,Yes,,,Yes,GTI_SAL_02,Salary Multiple,10000000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E07511,Yes,,Yes,SUP_DC_01,DC,563000.0,Yes,Yes,456000.0,447000.0,Yes,GTI_SAL_02,Salary Multiple,1810000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07572,Yes,GRAT_EXEC_03,No,,,,Yes,Yes,734000.0,664000.0,Yes,,Grade Based,7500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07631,Yes,,No,,,,Yes,Yes,388000.0,355000.0,Yes,GTI_GRADE_03,Grade Based,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07666,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,523000.0,Yes,Yes,313000.0,299000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07678,Yes,,Yes,PEN_DB_02,DB,,Yes,No,217000.0,201000.0,No,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07712,Yes,,No,,,,Yes,Yes,253000.0,245000.0,Yes,GTI_FLAT_01,Flat,2000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07727,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,No,No,,,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07859,Yes,,No,,,,Yes,Yes,275000.0,258000.0,Yes,GTI_SAL_02,Salary Multiple,10000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07904,Yes,GRAT_STD_01,No,,,,No,No,,,Yes,,Salary Multiple,1640000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E07963,Yes,,Yes,SUP_DC_01,DC,686000.0,Yes,Yes,352000.0,317000.0,Yes,GTI_SAL_02,Salary Multiple,3320000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E07970,Yes,,No,,,,Yes,Yes,673000.0,568000.0,Yes,GTI_SAL_02,Salary Multiple,2040000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08133,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,640000.0,Yes,Yes,207000.0,182000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E08185,Yes,,Yes,SUP_DC_02,DC,1902000.0,Yes,Yes,441000.0,391000.0,Yes,GTI_SAL_02,Salary Multiple,4070000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08279,Yes,GRAT_STD_01,No,,,,No,Yes,,,Yes,GTI_SAL_02,Salary Multiple,3520000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E08563,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,720000.0,Yes,Yes,424000.0,407000.0,Yes,,Salary Multiple,2220000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E08568,Yes,,Yes,SUP_DC_02,DC,330000.0,Yes,Yes,197000.0,183000.0,Yes,GTI_GRADE_03,Grade Based,4000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08665,Yes,GRAT_EXEC_03,Yes,PEN_DB_02,DB,,Yes,Yes,284000.0,262000.0,Yes,,Salary Multiple,10000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E08688,Yes,GRAT_ENH_02,Yes,SUP_DC_02,DC,808000.0,No,Yes,,,Yes,GTI_SAL_02,Salary Multiple,2050000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E08728,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,648000.0,Yes,Yes,375000.0,366000.0,Yes,,Salary Multiple,2120000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E08786,Yes,,Yes,SUP_DC_01,DC,691000.0,Yes,No,293000.0,272000.0,Yes,GTI_SAL_02,Salary Multiple,3640000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08822,Yes,GRAT_STD_01,Yes,,DC,2152000.0,Yes,Yes,949000.0,923000.0,Yes,GTI_GRADE_03,Grade Based,2500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08879,Yes,,No,,,,Yes,Yes,450000.0,418000.0,No,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08882,Yes,GRAT_STD_01,Yes,,DC,4736000.0,Yes,No,855000.0,711000.0,Yes,GTI_SAL_02,Salary Multiple,8420000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08944,Yes,GRAT_STD_01,Yes,,DC,986000.0,Yes,Yes,359000.0,315000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08987,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,No,795000.0,712000.0,Yes,,Salary Multiple,4660000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E09012,Yes,,Yes,SUP_DC_01,DC,1559000.0,Yes,Yes,249000.0,210000.0,Yes,GTI_GRADE_03,Grade Based,5000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09019,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,2203000.0,Yes,Yes,807000.0,710000.0,Yes,,Salary Multiple,2960000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E09109,Yes,GRAT_ENH_02,Yes,,DC,314000.0,Yes,Yes,128000.0,117000.0,Yes,GTI_SAL_02,Salary Multiple,5330000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09192,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,477000.0,Yes,Yes,720000.0,663000.0,Yes,,Flat,2000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E09240,Yes,GRAT_STD_01,Yes,,DC,542000.0,Yes,Yes,408000.0,347000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09378,Yes,,No,,,,Yes,Yes,269000.0,240000.0,Yes,GTI_GRADE_03,Grade Based,3000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09384,Yes,GRAT_STD_01,Yes,,DC,1217000.0,Yes,No,287000.0,269000.0,No,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09386,Yes,GRAT_STD_01,No,,,,Yes,No,321000.0,285000.0,Yes,,Salary Multiple,3200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E09435,Yes,,Yes,SUP_DC_02,DC,825000.0,Yes,No,529000.0,509000.0,No,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09820,Yes,GRAT_STD_01,Yes,,DB,,Yes,No,532000.0,489000.0,Yes,GTI_FLAT_01,Flat,2000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E09862,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,144000.0,Yes,Yes,98000.0,92000.0,Yes,,Salary Multiple,2060000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
E03347,Yes,GRAT_ENH_02,Yes,,DC,102000.0,Yes,Yes,126000.0,111000.0,Yes,GTI_SAL_02,Salary Multiple,1500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E08688,Yes,GRAT_ENH_02,Yes,SUP_DC_02,DC,808000.0,No,Yes,,,Yes,GTI_SAL_02,Salary Multiple,2050000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
