employee_id,date_of_birth,date_of_joining,exit_date,employment_status,exit_reason,retirement_age,spouse_eligible_flag,spouse_date_of_birth,superannuation_join_date,diagnostic_attained_age_years,diagnostic_joining_age_years,diagnostic_service_years,missing_date_of_birth_flag,missing_date_of_joining_flag,missing_retirement_age_flag,spouse_eligible_missing_dob_flag,dob_after_valuation_flag,doj_after_valuation_flag,doj_on_or_before_dob_flag,exit_before_joining_flag,active_with_exit_date_flag,inactive_without_exit_date_flag,active_with_exit_reason_flag,inactive_without_exit_reason_flag,status_exit_reason_mismatch_flag,superannuation_join_before_company_join_flag,superannuation_join_after_valuation_flag,unusual_joining_age_flag,impossible_attained_age_flag,active_past_retirement_age_flag
E02675,2004-05-23,2022-05-23,,Active,,60,No,,2023-01-29,22.275154004106778,17.998631074606433,4.276522929500342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02687,2004-09-12,,,Active,,60,No,,,21.968514715947983,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02704,1993-02-20,,,Active,,60,No,,2014-06-15,33.52772073921971,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02707,,2021-02-13,,Active,,60,No,,,,,5.546885694729637,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02710,,2020-03-07,,Active,,60,No,,,,,6.485968514715948,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02711,1981-02-18,2020-06-16,,Early Retired,Early Retirement,60,Yes,1987-09-26,2021-03-17,45.53319644079398,39.32375085557837,6.209445585215605,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E02718,1988-05-15,2006-05-15,,Active,,60,Yes,1992-04-06,2014-12-09,38.29705681040383,17.998631074606433,20.298425735797398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02758,,2018-09-23,,Active,,60,No,,,,,7.939767282683094,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02759,1965-09-09,2022-05-26,,Active,,60,Yes,1967-11-24,,60.97741273100616,56.709103353867214,4.268309377138946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E02764,1997-12-06,2015-12-06,2022-12-02,Exited,Withdrawal,60,No,,2016-01-24,28.736481861738536,17.998631074606433,6.9897330595482545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02766,1996-06-12,2014-06-12,,Active,,60,Yes,2001-06-15,2014-07-24,30.220396988364133,17.998631074606433,12.2217659137577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02805,2001-05-28,2019-05-28,,Active,,60,Yes,2004-08-12,,25.2621492128679,17.998631074606433,7.263518138261465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02807,1998-01-01,2016-01-01,,Active,,60,No,,2016-04-19,28.6652977412731,17.998631074606433,10.666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02813,1965-09-20,2020-01-23,,Active,,60,Yes,1968-03-22,2020-12-07,60.94729637234771,54.340862422997944,6.606433949349761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E02817,2004-06-27,2022-06-27,,Active,,60,No,,,22.17932922655715,17.998631074606433,4.180698151950718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02819,2001-05-06,2019-05-06,,Active,,60,No,,2020-03-07,25.322381930184804,17.998631074606433,7.323750855578371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02823,1983-06-25,,,Active,,60,Yes,1978-12-30,,43.186858316221766,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02838,1982-09-06,,,Active,,60,No,,,43.98631074606434,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02843,1998-02-05,2016-02-05,,Exited,Withdrawal,60,Yes,1997-11-03,,28.569472963723477,17.998631074606433,10.570841889117043,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
E02866,2005-02-24,2023-02-24,,Active,,60,No,,2023-12-28,21.516769336071185,17.998631074606433,3.5181382614647503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02882,1997-04-08,2015-04-08,,Active,,60,No,,2015-08-06,29.399041752224505,17.998631074606433,11.40041067761807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02889,1989-09-24,2019-06-17,,Exited,Withdrawal,60,Yes,1993-11-24,2020-04-19,36.936344969199176,29.727583846680357,7.208761122518823,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E02899,1965-04-12,2020-06-10,,Active,,60,Yes,1965-09-27,2021-02-18,61.38809034907597,55.162217659137575,6.225872689938399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E02908,2004-10-04,2022-10-04,,Active,,60,No,,,21.908281998631075,17.998631074606433,3.909650924024641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02923,,2019-12-21,,Active,,60,Yes,1996-06-24,2020-02-14,,,6.69678302532512,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02925,1993-05-09,,,Active,,60,No,,2014-09-27,33.31416837782341,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E02929,1980-10-09,1998-10-09,,Active,,60,Yes,1984-02-09,2010-07-02,45.894592744695416,17.998631074606433,27.89596167008898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02943,2002-02-01,2020-02-01,,Active,,60,No,,2020-07-07,24.580424366872005,17.998631074606433,6.581793292265571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02973,2001-03-18,2019-03-18,,Active,,60,No,,2020-03-04,25.456536618754278,17.998631074606433,7.457905544147844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E02990,1965-12-05,2013-10-21,,Active,,60,Yes,1963-04-17,2014-07-11,60.73921971252567,47.87679671457906,12.862422997946611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03064,1966-01-16,2025-01-24,,Active,,60,Yes,1969-04-13,,60.62422997946612,59.02258726899384,1.6016427104722792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03066,,2017-02-25,,Active,,60,Yes,1998-10-22,2017-03-21,,,9.514031485284052,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03079,2001-07-25,2019-07-25,,Active,,60,No,,2020-04-15,25.10335386721424,17.998631074606433,7.104722792607803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03096,1997-05-20,2015-05-20,,Active,,60,No,,,29.284052019164957,17.998631074606433,11.285420944558522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03106,1990-06-29,,2024-10-13,Exited,Withdrawal,60,No,,,36.17522245037645,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03127,,2025-01-08,,Active,,60,Yes,1997-09-22,2025-12-11,,,1.6454483230663928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03148,1965-04-05,2015-01-28,,Active,,60,Yes,1966-04-15,2015-10-28,61.4072553045859,49.81519507186858,11.592060232717317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03159,,2021-04-06,,Active,,60,Yes,1999-09-27,,,,5.404517453798768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03188,2004-12-11,2022-12-11,,Active,,60,No,,2023-07-12,21.72210814510609,17.998631074606433,3.7234770704996576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03189,,2017-10-05,,Active,,60,Yes,1979-03-28,,,,8.906228610540726,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03206,1993-09-05,,,Active,,60,Yes,1993-07-04,2023-04-15,32.988364134154686,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03239,1978-04-14,,,Active,,60,Yes,1976-09-18,,48.38329911019849,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03270,1981-09-26,1999-09-26,,Active,,60,Yes,1983-12-12,,44.930869267624914,17.998631074606433,26.93223819301848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03289,2002-02-23,2020-02-23,,Active,,60,No,,,24.520191649555098,17.998631074606433,6.521560574948666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03296,2000-06-24,,,Active,,60,Yes,1996-02-20,2022-04-29,26.187542778918548,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03297,1993-03-17,2011-03-17,,Active,,60,No,,,33.45927446954141,17.998631074606433,15.460643394934976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03298,2000-08-12,2018-08-12,,Active,,60,Yes,2001-12-08,2019-03-15,26.053388090349078,17.998631074606433,8.054757015742641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03313,1997-07-31,2015-07-31,,Active,,60,No,,,29.086926762491444,17.998631074606433,11.08829568788501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03323,1979-10-09,2015-11-04,,Early Retired,Early Retirement,60,Yes,1980-03-27,2016-03-02,46.89664613278576,36.07118412046543,10.825462012320328,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E03332,1998-02-20,2016-02-20,,Active,,60,Yes,1999-07-20,,28.528405201916495,17.998631074606433,10.529774127310061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03356,2004-05-29,2022-05-29,,Active,,60,No,,,22.258726899383984,17.998631074606433,4.26009582477755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03369,1999-04-27,,2025-05-24,Retired,Retirement,60,No,,2017-07-18,27.34839151266256,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03381,1992-11-30,2015-05-30,,Exited,Withdrawal,60,Yes,1991-09-07,2015-10-28,33.752224503764545,22.494182067077343,11.2580424366872,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E03399,1988-10-11,2006-10-11,,Active,,60,No,,2010-05-11,37.889117043121146,17.998631074606433,19.890485968514717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03402,,2014-02-22,,Active,,60,No,,,,,12.522929500342231,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03405,1993-01-01,2011-01-01,,Active,,60,No,,,33.66461327857632,17.998631074606433,15.665982203969884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03422,2005-03-11,2023-03-11,,Active,,60,Yes,2004-06-19,2023-09-21,21.475701574264203,17.998631074606433,3.477070499657769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03432,2004-07-30,2022-07-30,,Active,,60,Yes,1999-03-19,2023-05-27,22.088980150581794,17.998631074606433,4.090349075975359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03438,2002-03-09,,,Active,,60,No,,2020-09-20,24.48186173853525,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03441,1997-05-11,2015-05-11,,Active,,60,No,,,29.308692676249144,17.998631074606433,11.31006160164271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03459,2005-12-25,2023-12-25,,Active,,60,No,,,20.684462696783026,17.998631074606433,2.6858316221765914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03484,1996-07-17,2014-07-17,,Active,,60,No,,2014-08-14,30.12457221081451,17.998631074606433,12.125941136208077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03511,1996-05-12,2014-05-12,,Active,,60,No,,,30.305270362765228,17.998631074606433,12.306639288158795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03517,1992-08-08,2010-08-08,,Active,,60,No,,,34.064339493497606,17.998631074606433,16.06570841889117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03519,1984-01-29,2025-04-19,2025-12-08,Deceased,Withdrawal,60,No,,,42.59000684462697,41.22108145106092,0.6379192334017796,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
E03543,,2020-02-01,,Active,,60,Yes,1989-08-25,2020-10-11,,,6.581793292265571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03546,1965-10-09,2018-03-10,,Active,,60,Yes,1963-12-30,2019-02-03,60.8952772073922,52.41615331964408,8.479123887748118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03550,1990-02-18,2024-02-14,2025-09-13,Active,Withdrawal,60,Yes,1989-10-28,2025-02-12,36.53388090349076,33.987679671457904,1.5797399041752225,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E03551,,2021-04-21,,Active,,60,No,,2021-07-01,,,5.363449691991787,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03572,1992-11-16,2011-02-19,2024-03-29,Active,Withdrawal,60,No,,2014-11-25,33.790554414784395,18.258726899383984,13.10609171800137,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E03593,1998-01-05,2016-01-05,,Active,,60,No,,2016-01-06,28.654346338124572,17.998631074606433,10.655715263518138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03648,1993-12-19,2011-12-19,,Active,,60,No,,2014-04-06,32.70088980150582,17.998631074606433,14.702258726899384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03652,1991-03-03,,2026-07-05,Exited,Withdrawal,60,No,,2024-03-16,35.49897330595483,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03673,1965-10-30,2023-07-17,,Active,,60,Yes,1966-08-10,2023-08-06,60.837782340862425,57.711156741957566,3.1266255989048597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03676,2005-01-05,2023-01-05,,Retired,Retirement,60,No,,2023-07-24,21.65366187542779,17.998631074606433,3.6550308008213555,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
E03677,1990-03-26,2003-03-26,,Active,,60,No,,2017-04-28,36.435318275154,12.999315537303216,23.43600273785079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03690,1965-09-30,2026-03-07,,Active,,60,Yes,1963-07-05,2026-07-09,60.91991786447639,60.43258042436687,0.487337440109514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03700,1997-10-13,2015-10-13,,Active,,60,No,,2016-08-16,28.88432580424367,17.998631074606433,10.885694729637235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03710,,2011-12-14,,Active,,60,Yes,1982-08-21,,,,14.715947980835045,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03788,1965-09-14,2021-11-03,,Active,,60,Yes,1967-04-05,2022-05-27,60.9637234770705,56.1368925393566,4.826830937713894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03802,1978-10-13,,,Active,,60,Yes,1980-05-02,2023-05-08,47.885010266940455,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03808,,2018-03-16,,Active,,60,No,,2018-08-09,,,8.462696783025326,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03884,2000-12-20,2018-12-20,,Active,,60,No,,,25.697467488021903,17.998631074606433,7.698836413415469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03885,1985-08-18,,,Active,,60,Yes,1988-05-14,,41.03764544832307,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03927,1984-08-28,2023-03-15,,Exited,Withdrawal,60,Yes,1981-12-08,2023-05-12,42.00958247775496,38.54346338124572,3.46611909650924,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E03935,1965-04-30,2014-10-07,,Active,,60,Yes,1971-04-13,2015-09-05,61.3388090349076,49.437371663244356,11.901437371663244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E03944,1985-09-26,2016-05-08,,Retired,Retirement,60,Yes,1987-12-19,2017-02-01,40.930869267624914,30.614647501711158,10.316221765913758,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E03968,2003-10-24,,,Active,,60,No,,2022-10-14,22.855578370978783,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E03974,2003-04-19,2017-04-19,,Active,,60,No,,2021-10-16,23.370294318959616,14.001368925393566,9.36892539356605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E03994,1983-01-04,2012-12-28,,Exited,Withdrawal,60,No,,2014-04-19,43.657768651608485,29.982203969883642,13.675564681724847,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04014,1995-09-26,2013-11-17,2025-07-20,Active,Withdrawal,60,Yes,1996-03-19,2013-12-04,30.93223819301848,18.143737166324435,11.671457905544148,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E04021,1993-08-29,2023-02-28,,Exited,Withdrawal,60,Yes,1997-05-02,,33.007529089664615,29.50034223134839,3.5071868583162216,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04033,,2025-05-16,2025-06-12,Exited,Withdrawal,60,No,,2025-09-19,,,0.07392197125256673,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04051,1996-04-29,2014-04-29,2023-12-23,Retired,Retirement,60,Yes,1997-06-26,,30.340862422997947,17.998631074606433,9.650924024640657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04063,1983-05-10,2023-10-23,,Exited,Withdrawal,60,No,,2024-07-25,43.31279945242984,40.45448323066393,2.858316221765914,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04094,1966-04-28,2024-08-25,,Active,,60,Yes,1972-10-21,2025-01-09,60.34496919917864,58.327173169062284,2.0177960301163584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04097,2000-09-24,2018-09-24,,Active,,60,Yes,1998-07-31,2019-03-30,25.935660506502394,17.998631074606433,7.9370294318959616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04104,2002-12-04,,,Active,,60,No,,,23.742642026009584,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04134,,2021-02-23,,Active,,60,Yes,1994-04-09,2021-12-17,,,5.519507186858316,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04136,1994-01-05,2012-01-05,,Active,,60,Yes,1993-09-05,2012-09-06,32.65434633812457,17.998631074606433,14.655715263518138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04160,1988-12-30,2006-12-30,,Active,,60,No,,2014-11-22,37.67008898015058,17.998631074606433,19.67145790554415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04161,2004-08-30,2022-08-30,,Active,,60,Yes,2001-10-22,,22.0041067761807,17.998631074606433,4.005475701574264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04184,1998-07-08,,,Active,,60,Yes,1999-09-08,,28.150581793292265,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04196,,2026-01-08,,Active,,60,No,,2026-08-28,,,0.6461327857631759,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04206,2002-01-02,2020-01-02,,Active,,60,No,,2020-12-18,24.66255989048597,17.998631074606433,6.663928815879535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04207,2000-10-24,2018-10-24,,Active,,60,No,,2019-08-02,25.853524982888434,17.998631074606433,7.854893908281999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04209,2005-03-24,2023-03-24,,Active,,60,No,,,21.440109514031484,17.998631074606433,3.4414784394250515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04217,1975-06-13,2019-08-23,,Exited,Withdrawal,60,Yes,1976-07-05,2020-05-07,51.219712525667354,44.19438740588638,7.025325119780972,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04242,1984-12-18,2020-09-25,2025-01-10,Active,Withdrawal,60,Yes,1985-08-31,,41.70294318959617,35.7700205338809,4.292950034223135,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E04256,1982-03-24,,,Active,,60,No,,,44.440793976728266,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04259,1989-08-01,2020-10-21,2025-03-23,Active,Withdrawal,60,Yes,1990-06-04,2021-08-18,37.08418891170431,31.222450376454482,4.418891170431212,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
E04300,,2019-08-08,,Active,,60,Yes,1986-01-25,,,,7.066392881587953,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04306,1965-04-27,2021-03-20,,Active,,60,Yes,1959-04-03,,61.347022587268995,55.89596167008898,5.451060917180014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04344,2004-07-21,2022-07-21,,Active,,60,No,,,22.11362080766598,17.998631074606433,4.114989733059549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04346,,2012-01-17,,Active,,60,Yes,1985-10-06,,,,14.622861054072553,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04350,1980-06-01,,,Active,,60,No,,,46.25051334702259,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04365,1966-01-26,2019-02-24,,Active,,60,Yes,1960-04-28,,60.596851471594796,53.07871321013005,7.51813826146475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04376,,2024-07-10,,Active,,60,Yes,1984-06-08,2025-03-13,,,2.1437371663244353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04397,1985-08-05,2003-08-05,,Active,,60,No,,2014-09-04,41.073237508555785,17.998631074606433,23.07460643394935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04400,2000-11-08,2018-11-08,,Active,,60,Yes,1999-04-03,2019-02-12,25.812457221081452,17.998631074606433,7.813826146475017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04406,2005-08-04,2023-08-04,,Active,,60,No,,,21.075975359342916,17.998631074606433,3.077344284736482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04417,1997-05-30,2015-05-30,,Active,,60,No,,2015-12-18,29.256673511293634,17.998631074606433,11.2580424366872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04424,,2022-01-09,,Active,,60,No,,,,,4.643394934976044,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04436,2006-02-26,2024-02-26,,Active,,60,Yes,2005-09-20,,20.511978097193705,17.998631074606433,2.513347022587269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04439,2000-08-26,2018-08-26,2024-10-05,Exited,Withdrawal,60,Yes,1999-04-30,,26.015058179329227,17.998631074606433,6.11088295687885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04448,,2012-06-23,,Active,,60,Yes,1993-10-26,2012-09-03,,,14.190280629705681,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04478,2004-10-01,2022-10-01,,Active,,60,No,,,21.916495550992472,17.998631074606433,3.917864476386037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04482,1983-09-12,2018-03-31,,Exited,Withdrawal,60,Yes,1979-06-15,2018-10-17,42.97056810403833,34.548939082819984,8.421629021218344,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
E04484,,2013-07-27,,Active,,60,Yes,1987-03-15,,,,13.097878165639973,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04491,1965-04-03,2023-04-17,,Active,,60,Yes,1967-06-22,2023-07-18,61.412731006160165,58.03696098562629,3.375770020533881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04505,,2023-03-19,,Active,,60,Yes,1988-02-25,2023-04-20,,,3.455167693360712,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04512,1985-12-17,2003-12-17,,Active,,60,No,,2010-11-12,40.70636550308008,17.998631074606433,22.70773442847365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04513,2004-12-03,2022-12-03,,Active,,60,Yes,2004-05-07,,21.744010951403148,17.998631074606433,3.7453798767967146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04525,2001-02-16,,,Active,,60,No,,2023-12-10,25.53867214236824,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04579,1965-09-01,2013-12-06,,Active,,60,Yes,1963-03-10,2013-12-27,60.99931553730322,48.26283367556468,12.736481861738536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04583,,2022-11-28,,Active,,60,Yes,1980-12-16,2022-11-28,,,3.759069130732375,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04619,1985-10-23,,,Active,,60,Yes,1981-08-15,,40.85694729637235,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04653,,2019-06-25,2025-12-28,Early Retired,Early Retirement,60,Yes,2003-12-02,,,,6.510609171800137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04682,,2023-03-29,,Active,,60,No,,2023-04-17,,,3.4277891854893907,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04690,2004-03-30,2022-03-30,,Active,,60,Yes,2005-09-30,2022-09-04,22.42299794661191,17.998631074606433,4.424366872005476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04712,,2017-07-18,,Active,,60,Yes,1987-02-05,2017-10-06,,,9.122518822724162,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04714,2000-08-31,2018-08-31,,Active,,60,Yes,2008-12-01,2018-11-13,26.001368925393567,17.998631074606433,8.002737850787133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04733,,2020-10-08,,Active,,60,No,,2021-06-08,,,5.897330595482546,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04737,1984-12-22,,,Active,,60,No,,2013-11-21,41.69199178644764,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E04745,1997-07-26,2015-07-26,,Active,,60,No,,,29.100616016427104,17.998631074606433,11.101984941820671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04747,1966-02-04,2019-09-19,,Active,,60,Yes,1965-11-21,2020-06-18,60.57221081451061,53.620807665982205,6.951403148528406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E04757,2001-12-23,2019-12-23,,Active,,60,No,,2020-03-15,24.689938398357288,17.998631074606433,6.691307323750856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
E04763,1983-04-02,,,Active,,60,Yes,1981-05-02,2017-12-11,43.41683778234086,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
