employee_id,effective_date,basic_salary_monthly,dearness_allowance_monthly,gratuity_eligible_wages_monthly,pensionable_salary_annual,edli_eligible_wages_monthly,gross_compensation_annual
E02113,2024-04-01,52900.0,5800.0,58700.0,705000.0,58700.0,907000.0
E02113,2025-04-01,55300.0,6100.0,,737000.0,61400.0,948000.0
E02113,2026-04-01,59100.0,6500.0,65600.0,787000.0,65600.0,1013000.0
E02114,2022-04-01,67800.0,11100.0,78900.0,947000.0,78900.0,1140000.0
E02114,2023-04-01,72500.0,11900.0,84400.0,1013000.0,84400.0,1220000.0
E02114,2024-04-01,77900.0,12700.0,90600.0,1087000.0,90600.0,1309000.0
E02114,2025-04-01,82300.0,13500.0,95800.0,1150000.0,95800.0,1385000.0
E02114,2026-04-01,88800.0,14500.0,103300.0,1240000.0,103300.0,1493000.0
E02115,2022-04-01,48500.0,1100.0,49600.0,581000.0,49600.0,732000.0
E02115,2023-04-01,52700.0,1200.0,53900.0,632000.0,53900.0,795000.0
E02115,2024-04-01,57000.0,1300.0,58300.0,683000.0,58300.0,860000.0
E02115,2025-04-01,61700.0,1500.0,63200.0,741000.0,63200.0,932000.0
E02115,2026-04-01,64600.0,1500.0,66100.0,775000.0,66100.0,975000.0
E02116,2024-04-01,30700.0,400.0,31100.0,373000.0,31100.0,529000.0
E02116,2025-04-01,32200.0,400.0,32600.0,391000.0,32600.0,554000.0
E02116,2026-04-01,34700.0,500.0,35200.0,423000.0,35200.0,599000.0
E02117,2022-04-01,82200.0,2300.0,84500.0,1014000.0,84500.0,1329000.0
E02117,2023-04-01,88000.0,2500.0,90500.0,1086000.0,90500.0,1423000.0
E02117,2024-04-01,93900.0,2700.0,96600.0,1159000.0,96600.0,1519000.0
E02117,2025-04-01,99500.0,2800.0,102300.0,1227000.0,102300.0,1609000.0
E02117,2026-04-01,108000.0,3100.0,111100.0,1333000.0,111100.0,1747000.0
E02118,2022-04-01,58700.0,6600.0,65300.0,704000.0,65300.0,935000.0
E02118,2023-04-01,61100.0,6900.0,68000.0,733000.0,68000.0,973000.0
E02118,2024-04-01,64700.0,7300.0,72000.0,776000.0,72000.0,1031000.0
E02118,2025-04-01,68200.0,7700.0,75900.0,818000.0,75900.0,1086000.0
E02118,2026-04-01,72000.0,8100.0,80100.0,863000.0,80100.0,1147000.0
E02119,2026-04-01,32000.0,5600.0,37600.0,451000.0,37600.0,608000.0
E02120,2022-04-01,36000.0,900.0,36900.0,432000.0,36900.0,618000.0
E02120,2023-04-01,39700.0,1000.0,40700.0,476000.0,40700.0,681000.0
E02120,2024-04-01,43500.0,1100.0,44600.0,,44600.0,747000.0
E02120,2025-04-01,48800.0,1200.0,50000.0,585000.0,50000.0,837000.0
E02120,2026-04-01,53700.0,1300.0,55000.0,644000.0,55000.0,921000.0
E02121,2022-04-01,24200.0,3200.0,27400.0,291000.0,27400.0,438000.0
E02121,2023-04-01,27300.0,3600.0,30900.0,328000.0,,494000.0
E02121,2024-04-01,30100.0,3900.0,34000.0,361000.0,34000.0,543000.0
E02121,2025-04-01,33200.0,4300.0,37500.0,398000.0,37500.0,599000.0
E02121,2026-04-01,37400.0,4900.0,42300.0,449000.0,42300.0,676000.0
E02122,2025-04-01,161900.0,700.0,162600.0,1951000.0,162600.0,2329000.0
E02122,2026-04-01,170500.0,800.0,171300.0,2056000.0,171300.0,2454000.0
E02123,2022-04-01,102100.0,3300.0,105400.0,1265000.0,105400.0,1564000.0
E02123,2023-04-01,109300.0,3500.0,112800.0,1353000.0,112800.0,1674000.0
E02123,2024-04-01,117600.0,3800.0,121400.0,1456000.0,121400.0,1802000.0
E02123,2025-04-01,127100.0,4100.0,131200.0,1574000.0,131200.0,1947000.0
E02123,2026-04-01,134400.0,4300.0,138700.0,1664000.0,138700.0,2059000.0
E02124,2023-04-01,55300.0,4700.0,60000.0,664000.0,60000.0,910000.0
E02124,2024-04-01,60200.0,5100.0,65300.0,723000.0,65300.0,990000.0
E02124,2025-04-01,65600.0,5500.0,71100.0,787000.0,71100.0,1078000.0
E02124,2026-04-01,71900.0,6100.0,78000.0,863000.0,78000.0,1183000.0
E02125,2022-04-01,70000.0,1700.0,71700.0,861000.0,71700.0,1038000.0
E02125,2023-04-01,73700.0,1800.0,75500.0,906000.0,75500.0,1093000.0
E02125,2024-04-01,77800.0,1900.0,79700.0,957000.0,79700.0,1154000.0
E02125,2025-04-01,83200.0,2000.0,85200.0,1023000.0,85200.0,1234000.0
E02126,2022-04-01,20200.0,0.0,20200.0,243000.0,20200.0,344000.0
E02126,2023-04-01,21500.0,0.0,21500.0,258000.0,21500.0,366000.0
E02127,2022-04-01,48100.0,7500.0,55600.0,667000.0,55600.0,815000.0
E02127,2023-04-01,50700.0,7900.0,58600.0,703000.0,58600.0,858000.0
E02127,2024-04-01,54000.0,8400.0,62400.0,749000.0,62400.0,914000.0
E02127,2025-04-01,56700.0,8800.0,65500.0,786000.0,65500.0,960000.0
E02127,2026-04-01,59600.0,9300.0,68900.0,827000.0,68900.0,1009000.0
E02128,2022-04-01,28300.0,100.0,28400.0,341000.0,28400.0,465000.0
E02128,2023-04-01,29000.0,100.0,29100.0,349000.0,29100.0,476000.0
E02128,2024-04-01,30600.0,100.0,30700.0,369000.0,30700.0,503000.0
E02128,2025-04-01,32300.0,100.0,32400.0,389000.0,32400.0,530000.0
E02128,2026-04-01,33200.0,100.0,33300.0,400000.0,33300.0,545000.0
E02129,2022-04-01,60600.0,1000.0,61600.0,728000.0,61600.0,1047000.0
E02130,2022-04-01,82900.0,1100.0,84000.0,1008000.0,84000.0,1249000.0
E02130,2023-04-01,88500.0,1200.0,89700.0,1076000.0,89700.0,1334000.0
E02130,2024-04-01,90900.0,1200.0,92100.0,1105000.0,92100.0,1369000.0
E02130,2025-04-01,98100.0,1300.0,99400.0,1193000.0,99400.0,1478000.0
E02130,2026-04-01,102100.0,1400.0,103500.0,1242000.0,103500.0,1539000.0
E02131,2023-04-01,38300.0,2700.0,41000.0,460000.0,41000.0,664000.0
E02131,2024-04-01,41700.0,2900.0,44600.0,501000.0,44600.0,722000.0
E02131,2025-04-01,44300.0,3100.0,47400.0,532000.0,47400.0,768000.0
E02131,2026-04-01,47500.0,3300.0,50800.0,570000.0,50800.0,823000.0
E02132,2022-04-01,70000.0,700.0,70700.0,849000.0,70700.0,1201000.0
E02132,2023-04-01,74100.0,700.0,74800.0,898000.0,74800.0,1271000.0
E02132,2024-04-01,79800.0,800.0,80600.0,968000.0,80600.0,1370000.0
E02132,2025-04-01,85800.0,800.0,86600.0,1040000.0,86600.0,1472000.0
E02132,2026-04-01,91600.0,900.0,92500.0,1110000.0,92500.0,1572000.0
E02133,2022-04-01,36000.0,1100.0,37100.0,431000.0,37100.0,579000.0
E02133,2023-04-01,38200.0,1200.0,39400.0,458000.0,39400.0,615000.0
E02133,2024-04-01,40200.0,1300.0,41500.0,483000.0,41500.0,648000.0
E02133,2025-04-01,41900.0,1300.0,43200.0,502000.0,43200.0,675000.0
E02133,2026-04-01,43500.0,1400.0,44900.0,522000.0,44900.0,701000.0
E02134,2023-04-01,51800.0,8000.0,59800.0,717000.0,59800.0,957000.0
E02134,2024-04-01,52800.0,8100.0,60900.0,730000.0,60900.0,974000.0
E02134,2025-04-01,54500.0,8400.0,62900.0,754000.0,62900.0,1006000.0
E02134,2026-04-01,55500.0,8500.0,64000.0,768000.0,64000.0,1024000.0
E02135,2022-04-01,50100.0,1400.0,51500.0,601000.0,51500.0,845000.0
E02135,2023-04-01,53200.0,1500.0,54700.0,638000.0,54700.0,898000.0
E02136,2022-04-01,27600.0,4500.0,32100.0,385000.0,32100.0,531000.0
E02136,2023-04-01,28600.0,4700.0,33300.0,400000.0,33300.0,550000.0
E02136,2024-04-01,29900.0,4900.0,34800.0,418000.0,34800.0,575000.0
E02136,2025-04-01,31600.0,5200.0,36800.0,442000.0,36800.0,608000.0
E02136,2026-04-01,32900.0,5400.0,38300.0,460000.0,38300.0,633000.0
E02137,2024-04-01,40300.0,1400.0,41700.0,500000.0,41700.0,694000.0
E02137,2025-04-01,44500.0,1500.0,46000.0,552000.0,46000.0,765000.0
E02137,2026-04-01,49900.0,1700.0,51600.0,619000.0,51600.0,858000.0
E02138,2024-04-01,78600.0,1300.0,79900.0,959000.0,79900.0,1263000.0
E02138,2025-04-01,86800.0,1400.0,88200.0,1058000.0,88200.0,1395000.0
E02138,2026-04-01,94200.0,1500.0,95700.0,1148000.0,95700.0,1513000.0
E02139,2024-04-01,72600.0,7900.0,80500.0,966000.0,80500.0,1360000.0
E02139,2025-04-01,78500.0,8500.0,87000.0,1044000.0,87000.0,1470000.0
E02139,2026-04-01,85200.0,9200.0,94400.0,1133000.0,94400.0,1595000.0
E02140,2022-04-01,27600.0,100.0,27700.0,332000.0,27700.0,456000.0
E02140,2023-04-01,29700.0,100.0,29800.0,357000.0,29800.0,490000.0
E02140,2024-04-01,32300.0,100.0,32400.0,388000.0,32400.0,533000.0
E02140,2025-04-01,34400.0,100.0,34500.0,414000.0,34500.0,567000.0
E02140,2026-04-01,36800.0,100.0,36900.0,442000.0,36900.0,607000.0
E02141,2022-04-01,115500.0,10500.0,126000.0,1512000.0,126000.0,1878000.0
E02141,2023-04-01,125100.0,11400.0,136500.0,1638000.0,136500.0,2034000.0
E02141,2024-04-01,132000.0,12000.0,144000.0,1728000.0,144000.0,2146000.0
E02141,2025-04-01,141700.0,12900.0,154600.0,1855000.0,154600.0,2304000.0
E02141,2026-04-01,151100.0,13800.0,164900.0,1979000.0,164900.0,2458000.0
E02142,2022-04-01,50500.0,200.0,50700.0,606000.0,50700.0,847000.0
E02142,2023-04-01,53400.0,300.0,53700.0,642000.0,53700.0,898000.0
E02142,2024-04-01,56100.0,300.0,56400.0,674000.0,56400.0,943000.0
E02142,2025-04-01,58500.0,300.0,58800.0,703000.0,58800.0,983000.0
E02142,2026-04-01,62200.0,300.0,62500.0,747000.0,62500.0,1045000.0
E02143,2022-04-01,63400.0,1600.0,65000.0,761000.0,65000.0,997000.0
E02143,2023-04-01,66700.0,1700.0,68400.0,801000.0,68400.0,1049000.0
E02143,2024-04-01,71100.0,1800.0,72900.0,854000.0,72900.0,1118000.0
E02143,2025-04-01,77200.0,1900.0,79100.0,926000.0,79100.0,1213000.0
E02143,2026-04-01,80600.0,2000.0,82600.0,967000.0,82600.0,1267000.0
E02144,2022-04-01,38100.0,100.0,38200.0,459000.0,38200.0,581000.0
E02144,2023-04-01,41300.0,200.0,41500.0,498000.0,41500.0,632000.0
E02144,2024-04-01,44300.0,200.0,44500.0,534000.0,44500.0,677000.0
E02144,2025-04-01,47000.0,200.0,47200.0,567000.0,47200.0,718000.0
E02144,2026-04-01,50400.0,200.0,50600.0,607000.0,50600.0,770000.0
E02145,2022-04-01,39200.0,6600.0,45800.0,550000.0,45800.0,723000.0
E02145,2023-04-01,40700.0,6900.0,47600.0,571000.0,47600.0,751000.0
E02145,2024-04-01,42100.0,7100.0,49200.0,590000.0,49200.0,776000.0
E02145,2025-04-01,43700.0,7400.0,51100.0,613000.0,51100.0,806000.0
E02145,2026-04-01,45300.0,7600.0,52900.0,635000.0,52900.0,835000.0
E02146,2022-04-01,31700.0,300.0,32000.0,384000.0,32000.0,531000.0
E02146,2023-04-01,34800.0,400.0,35200.0,422000.0,35200.0,584000.0
E02146,2024-04-01,38700.0,400.0,39100.0,469000.0,39100.0,649000.0
E02146,2025-04-01,41600.0,400.0,42000.0,504000.0,42000.0,697000.0
E02146,2026-04-01,46500.0,500.0,47000.0,564000.0,47000.0,780000.0
E02147,2023-04-01,67100.0,2700.0,69800.0,838000.0,69800.0,1012000.0
E02147,2024-04-01,72600.0,2900.0,75500.0,906000.0,75500.0,1095000.0
E02147,2025-04-01,78900.0,3200.0,82100.0,986000.0,82100.0,1191000.0
E02147,2026-04-01,86800.0,3500.0,90300.0,1084000.0,90300.0,1309000.0
E02148,2023-04-01,72500.0,10400.0,82900.0,870000.0,82900.0,1399000.0
E02148,2024-04-01,78400.0,11200.0,89600.0,941000.0,89600.0,1512000.0
E02148,2025-04-01,83300.0,11900.0,95200.0,1000000.0,95200.0,1607000.0
E02148,2026-04-01,89800.0,12900.0,102700.0,1078000.0,102700.0,1734000.0
E02149,2022-04-01,64800.0,1900.0,66700.0,777000.0,66700.0,1086000.0
E02149,2023-04-01,70900.0,2100.0,73000.0,850000.0,73000.0,1188000.0
E02149,2024-04-01,73900.0,2200.0,76100.0,886000.0,76100.0,1239000.0
E02149,2025-04-01,80600.0,2400.0,83000.0,967000.0,83000.0,1351000.0
E02150,2022-04-01,34200.0,1900.0,36100.0,433000.0,36100.0,554000.0
E02150,2023-04-01,36500.0,2000.0,38500.0,462000.0,38500.0,591000.0
E02150,2024-04-01,39000.0,2100.0,41100.0,493000.0,41100.0,631000.0
E02150,2025-04-01,41900.0,2300.0,44200.0,530000.0,44200.0,679000.0
E02150,2026-04-01,45300.0,2500.0,47800.0,573000.0,47800.0,734000.0
E02151,2022-04-01,40400.0,4600.0,45000.0,540000.0,45000.0,668000.0
E02151,2023-04-01,44100.0,5000.0,49100.0,589000.0,49100.0,728000.0
E02151,2024-04-01,48000.0,5500.0,53500.0,642000.0,53500.0,794000.0
E02151,2025-04-01,52900.0,6000.0,58900.0,707000.0,58900.0,874000.0
E02151,2026-04-01,57200.0,6500.0,63700.0,765000.0,63700.0,945000.0
E02152,2023-04-01,55000.0,1200.0,56200.0,674000.0,56200.0,934000.0
E02152,2024-04-01,58800.0,1200.0,60000.0,720000.0,60000.0,997000.0
E02152,2025-04-01,64700.0,1400.0,66100.0,793000.0,66100.0,1098000.0
E02152,2026-04-01,70000.0,1500.0,71500.0,858000.0,71500.0,1188000.0
E02153,2022-04-01,34200.0,5400.0,39600.0,475000.0,39600.0,575000.0
E02153,2023-04-01,36800.0,5800.0,42600.0,511000.0,42600.0,619000.0
E02153,2024-04-01,40300.0,6400.0,46700.0,561000.0,46700.0,678000.0
E02153,2025-04-01,43200.0,6800.0,50000.0,600000.0,50000.0,726000.0
E02153,2026-04-01,46800.0,7400.0,54200.0,651000.0,54200.0,787000.0
E02154,2022-04-01,32100.0,4300.0,36400.0,386000.0,36400.0,531000.0
E02154,2023-04-01,33400.0,4400.0,37800.0,401000.0,37800.0,551000.0
E02154,2024-04-01,35100.0,4700.0,39800.0,422000.0,39800.0,581000.0
E02154,2025-04-01,37200.0,5000.0,42200.0,447000.0,42200.0,616000.0
E02154,2026-04-01,38600.0,5100.0,43700.0,463000.0,43700.0,638000.0
E02155,2025-04-01,143800.0,5700.0,149500.0,1794000.0,149500.0,2446000.0
E02155,2026-04-01,155400.0,6100.0,161500.0,1938000.0,161500.0,2643000.0
E02156,2025-04-01,74400.0,7200.0,81600.0,893000.0,81600.0,1211000.0
E02156,2026-04-01,79300.0,7700.0,87000.0,952000.0,87000.0,1291000.0
E02157,2024-04-01,30400.0,1200.0,31600.0,379000.0,31600.0,511000.0
E02157,2025-04-01,32200.0,1300.0,33500.0,402000.0,33500.0,542000.0
E02157,2026-04-01,35400.0,1400.0,36800.0,441000.0,36800.0,595000.0
E02158,2024-04-01,21500.0,2400.0,23900.0,286000.0,23900.0,371000.0
E02158,2025-04-01,22700.0,2500.0,25200.0,302000.0,25200.0,391000.0
E02158,2026-04-01,24300.0,2700.0,27000.0,324000.0,27000.0,419000.0
E02159,2025-04-01,111100.0,4100.0,115200.0,1382000.0,115200.0,1849000.0
E02159,2026-04-01,119000.0,4400.0,123400.0,1480000.0,123400.0,1981000.0
E02160,2023-04-01,54000.0,9600.0,63600.0,763000.0,63600.0,1019000.0
E02160,2024-04-01,55800.0,9900.0,65700.0,789000.0,65700.0,1053000.0
E02160,2025-04-01,57400.0,10200.0,67600.0,811000.0,67600.0,1083000.0
E02160,2026-04-01,59900.0,10600.0,70500.0,846000.0,70500.0,1130000.0
E02161,2022-04-01,18700.0,3300.0,22000.0,264000.0,22000.0,316000.0
E02161,2023-04-01,20200.0,3600.0,23800.0,285000.0,23800.0,342000.0
E02161,2024-04-01,21200.0,3800.0,25000.0,300000.0,25000.0,359000.0
E02161,2025-04-01,22400.0,4000.0,26400.0,317000.0,26400.0,379000.0
E02161,2026-04-01,23700.0,4200.0,27900.0,335000.0,27900.0,401000.0
E02162,2022-04-01,87400.0,13000.0,100400.0,1204000.0,100400.0,1703000.0
E02162,2023-04-01,89500.0,13300.0,102800.0,1233000.0,102800.0,1743000.0
E02162,2024-04-01,95100.0,14100.0,109200.0,1310000.0,109200.0,1852000.0
E02162,2025-04-01,96500.0,14300.0,110800.0,1329000.0,110800.0,1879000.0
E02162,2026-04-01,100300.0,14900.0,115200.0,1382000.0,115200.0,1954000.0
E02163,2024-04-01,47600.0,8600.0,56200.0,674000.0,56200.0,871000.0
E02163,2025-04-01,50800.0,9100.0,59900.0,719000.0,59900.0,929000.0
E02163,2026-04-01,53200.0,9600.0,62800.0,753000.0,62800.0,974000.0
E02164,2022-04-01,126100.0,4900.0,131000.0,1513000.0,131000.0,2123000.0
E02165,2022-04-01,29200.0,3200.0,32400.0,351000.0,32400.0,521000.0
E02165,2023-04-01,31400.0,3400.0,34800.0,377000.0,34800.0,560000.0
E02165,2024-04-01,34200.0,3700.0,37900.0,410000.0,37900.0,610000.0
E02165,2025-04-01,35900.0,3900.0,39800.0,431000.0,39800.0,640000.0
E02165,2026-04-01,38100.0,4100.0,42200.0,457000.0,42200.0,679000.0
E02166,2022-04-01,83100.0,1300.0,84400.0,1013000.0,84400.0,1383000.0
E02166,2023-04-01,87000.0,1300.0,88300.0,1060000.0,88300.0,1447000.0
E02166,2024-04-01,91200.0,1400.0,92600.0,1112000.0,92600.0,1518000.0
E02166,2025-04-01,98200.0,1500.0,99700.0,1197000.0,99700.0,1634000.0
E02166,2026-04-01,102200.0,1600.0,103800.0,1246000.0,103800.0,1701000.0
E02167,2022-04-01,17700.0,3000.0,20700.0,212000.0,20700.0,330000.0
E02167,2023-04-01,19000.0,3200.0,22200.0,228000.0,22200.0,354000.0
E02167,2024-04-01,20600.0,3500.0,24100.0,247000.0,24100.0,384000.0
E02167,2025-04-01,21400.0,3600.0,25000.0,256000.0,25000.0,398000.0
E02167,2026-04-01,23200.0,3900.0,27100.0,278000.0,27100.0,432000.0
E02168,2022-04-01,48400.0,1100.0,49500.0,594000.0,49500.0,733000.0
E02168,2023-04-01,50600.0,1100.0,51700.0,621000.0,51700.0,766000.0
E02168,2024-04-01,54500.0,1200.0,55700.0,669000.0,55700.0,825000.0
E02168,2025-04-01,57900.0,1300.0,59200.0,711000.0,59200.0,877000.0
E02168,2026-04-01,61400.0,1400.0,62800.0,754000.0,62800.0,930000.0
E02169,2022-04-01,62800.0,8800.0,71600.0,753000.0,71600.0,1144000.0
E02169,2023-04-01,66800.0,9400.0,76200.0,801000.0,76200.0,1217000.0
E02169,2024-04-01,70600.0,9900.0,80500.0,847000.0,80500.0,1286000.0
E02169,2025-04-01,77000.0,10800.0,87800.0,923000.0,87800.0,1402000.0
E02169,2026-04-01,83000.0,11700.0,94700.0,996000.0,94700.0,1513000.0
E02170,2023-04-01,45100.0,7200.0,52300.0,542000.0,52300.0,882000.0
E02170,2024-04-01,47400.0,7500.0,54900.0,569000.0,54900.0,926000.0
E02170,2025-04-01,51900.0,8200.0,60100.0,623000.0,60100.0,1014000.0
E02170,2026-04-01,55800.0,8900.0,64700.0,670000.0,64700.0,1091000.0
E02171,2022-04-01,28400.0,3600.0,32000.0,341000.0,32000.0,496000.0
E02171,2023-04-01,30900.0,3900.0,34800.0,371000.0,34800.0,539000.0
E02171,2024-04-01,34100.0,4300.0,38400.0,409000.0,38400.0,595000.0
E02171,2025-04-01,36900.0,4700.0,41600.0,443000.0,41600.0,645000.0
E02171,2026-04-01,40600.0,5200.0,45800.0,488000.0,45800.0,710000.0
E02172,2024-04-01,33000.0,3400.0,36400.0,396000.0,36400.0,571000.0
E02172,2025-04-01,35700.0,3700.0,39400.0,428000.0,39400.0,618000.0
E02172,2026-04-01,39200.0,4100.0,43300.0,471000.0,43300.0,679000.0
E02173,2022-04-01,160000.0,11300.0,171300.0,2055000.0,171300.0,2806000.0
E02173,2023-04-01,173400.0,12200.0,185600.0,2227000.0,185600.0,3040000.0
E02173,2024-04-01,185000.0,13100.0,198100.0,2377000.0,198100.0,3245000.0
E02173,2025-04-01,198500.0,14000.0,212500.0,2550000.0,212500.0,3481000.0
E02173,2026-04-01,207000.0,14600.0,221600.0,2659000.0,221600.0,3630000.0
E02174,2022-04-01,71200.0,7000.0,78200.0,855000.0,78200.0,1201000.0
E02174,2023-04-01,73900.0,7300.0,81200.0,887000.0,81200.0,1247000.0
E02174,2024-04-01,80300.0,7900.0,88200.0,964000.0,88200.0,1354000.0
E02174,2025-04-01,84900.0,8400.0,93300.0,1020000.0,93300.0,1433000.0
E02174,2026-04-01,88100.0,8700.0,96800.0,1058000.0,96800.0,1486000.0
E02175,2025-04-01,65000.0,2000.0,67000.0,804000.0,67000.0,1086000.0
E02175,2026-04-01,69700.0,2100.0,71800.0,862000.0,71800.0,1163000.0
E02176,2022-04-01,79700.0,2800.0,82500.0,956000.0,82500.0,1182000.0
E02176,2023-04-01,84500.0,3000.0,87500.0,1014000.0,87500.0,1254000.0
E02176,2024-04-01,91200.0,3300.0,94500.0,1095000.0,94500.0,1354000.0
E02176,2025-04-01,97300.0,3500.0,100800.0,1168000.0,100800.0,1444000.0
E02176,2026-04-01,107200.0,3800.0,111000.0,1287000.0,111000.0,1590000.0
E02177,2022-04-01,183000.0,3300.0,186300.0,2197000.0,186300.0,2958000.0
E02177,2023-04-01,193800.0,3500.0,197300.0,2326000.0,197300.0,3133000.0
E02177,2024-04-01,207100.0,3700.0,210800.0,2485000.0,210800.0,3347000.0
E02177,2025-04-01,214400.0,3800.0,218200.0,2573000.0,218200.0,3465000.0
E02177,2026-04-01,229500.0,4100.0,233600.0,2754000.0,233600.0,3709000.0
E02178,2026-04-01,157500.0,5100.0,162600.0,1951000.0,162600.0,2475000.0
E02179,2022-04-01,69200.0,5600.0,74800.0,898000.0,74800.0,1197000.0
E02179,2023-04-01,77400.0,6300.0,83700.0,1005000.0,83700.0,1340000.0
E02179,2024-04-01,81600.0,6600.0,88200.0,1059000.0,88200.0,1412000.0
E02179,2025-04-01,88700.0,7200.0,95900.0,1151000.0,95900.0,1535000.0
E02179,2026-04-01,96300.0,7800.0,104100.0,1249000.0,104100.0,1666000.0
E02180,2022-04-01,38200.0,1500.0,39700.0,476000.0,39700.0,675000.0
E02180,2023-04-01,40700.0,1600.0,42300.0,507000.0,42300.0,719000.0
E02180,2024-04-01,42500.0,1700.0,44200.0,530000.0,44200.0,751000.0
E02180,2025-04-01,44900.0,1800.0,46700.0,560000.0,46700.0,794000.0
E02180,2026-04-01,46700.0,1900.0,48600.0,583000.0,48600.0,826000.0
E02181,2022-04-01,179400.0,2600.0,182000.0,,182000.0,2795000.0
E02181,2023-04-01,192200.0,2800.0,195000.0,2340000.0,195000.0,2994000.0
E02181,2024-04-01,209900.0,3000.0,212900.0,2554000.0,212900.0,3269000.0
E02181,2025-04-01,222600.0,3200.0,225800.0,2709000.0,225800.0,3467000.0
E02181,2026-04-01,238600.0,3500.0,242100.0,2905000.0,242100.0,3718000.0
E02182,2022-04-01,31400.0,4400.0,35800.0,377000.0,35800.0,599000.0
E02182,2023-04-01,31700.0,4400.0,36100.0,380000.0,36100.0,604000.0
E02182,2024-04-01,33100.0,4600.0,37700.0,397000.0,37700.0,631000.0
E02182,2025-04-01,34000.0,4700.0,38700.0,407000.0,38700.0,647000.0
E02182,2026-04-01,34700.0,4800.0,39500.0,416000.0,39500.0,661000.0
E02183,2022-04-01,31600.0,600.0,32200.0,387000.0,32200.0,505000.0
E02183,2023-04-01,34400.0,600.0,35000.0,420000.0,35000.0,549000.0
E02183,2024-04-01,36700.0,700.0,37400.0,449000.0,37400.0,587000.0
E02183,2025-04-01,39900.0,700.0,40600.0,488000.0,40600.0,637000.0
E02183,2026-04-01,42300.0,800.0,43100.0,518000.0,43100.0,676000.0
E02184,2022-04-01,76600.0,1700.0,78300.0,940000.0,78300.0,1296000.0
E02184,2023-04-01,83400.0,1900.0,85300.0,1024000.0,85300.0,1412000.0
E02184,2024-04-01,89500.0,2000.0,91500.0,1098000.0,91500.0,1515000.0
E02184,2025-04-01,97700.0,2200.0,99900.0,1199000.0,99900.0,1654000.0
E02184,2026-04-01,104100.0,2300.0,106400.0,1277000.0,106400.0,1761000.0
E02185,2022-04-01,77300.0,12300.0,89600.0,1075000.0,89600.0,1294000.0
E02185,2023-04-01,80100.0,12800.0,92900.0,1115000.0,92900.0,1342000.0
E02185,2024-04-01,85200.0,13600.0,98800.0,1186000.0,98800.0,1427000.0
E02185,2025-04-01,88800.0,14100.0,102900.0,1235000.0,102900.0,1486000.0
E02185,2026-04-01,93000.0,14800.0,107800.0,1294000.0,107800.0,1557000.0
E02186,2022-04-01,27000.0,800.0,27800.0,334000.0,27800.0,463000.0
E02186,2023-04-01,29300.0,900.0,30200.0,363000.0,30200.0,503000.0
E02186,2024-04-01,30800.0,1000.0,31800.0,382000.0,31800.0,530000.0
E02186,2025-04-01,32100.0,1000.0,33100.0,398000.0,33100.0,552000.0
E02186,2026-04-01,34300.0,1100.0,35400.0,425000.0,35400.0,590000.0
E02187,2022-04-01,53200.0,4800.0,58000.0,696000.0,58000.0,874000.0
E02187,2023-04-01,54700.0,4900.0,59600.0,716000.0,59600.0,898000.0
E02187,2024-04-01,57200.0,5100.0,62300.0,748000.0,62300.0,938000.0
E02187,2025-04-01,58200.0,5200.0,63400.0,761000.0,63400.0,955000.0
E02187,2026-04-01,59600.0,5300.0,64900.0,779000.0,64900.0,977000.0
E02188,2022-04-01,98500.0,1600.0,100100.0,1201000.0,100100.0,1681000.0
E02188,2023-04-01,106300.0,1700.0,108000.0,1296000.0,108000.0,1814000.0
E02188,2024-04-01,114300.0,1900.0,116200.0,1394000.0,116200.0,1952000.0
E02188,2025-04-01,126300.0,2100.0,128400.0,1540000.0,128400.0,2157000.0
E02188,2026-04-01,135900.0,2200.0,138100.0,1657000.0,138100.0,2320000.0
E02189,2022-04-01,135400.0,0.0,135400.0,1625000.0,135400.0,2121000.0
E02189,2023-04-01,144300.0,0.0,144300.0,1732000.0,144300.0,2260000.0
E02189,2024-04-01,156000.0,0.0,156000.0,1872000.0,156000.0,2443000.0
E02189,2025-04-01,162300.0,0.0,162300.0,1948000.0,162300.0,2542000.0
E02189,2026-04-01,177700.0,0.0,177700.0,2132000.0,177700.0,2783000.0
E02190,2025-04-01,29700.0,3400.0,33100.0,356000.0,33100.0,538000.0
E02190,2026-04-01,32200.0,3700.0,35900.0,387000.0,35900.0,583000.0
E02191,2022-04-01,98100.0,12300.0,110400.0,1177000.0,110400.0,1702000.0
E02191,2023-04-01,106800.0,13400.0,120200.0,1282000.0,120200.0,1853000.0
E02191,2024-04-01,117500.0,14700.0,132200.0,1410000.0,132200.0,2038000.0
E02191,2025-04-01,124900.0,15700.0,140600.0,1499000.0,140600.0,2168000.0
E02191,2026-04-01,139900.0,17500.0,157400.0,1678000.0,157400.0,2427000.0
E02192,2022-04-01,49900.0,800.0,50700.0,609000.0,50700.0,859000.0
E02192,2023-04-01,53700.0,800.0,54500.0,654000.0,54500.0,923000.0
E02193,2022-04-01,52700.0,600.0,53300.0,640000.0,53300.0,847000.0
E02193,2023-04-01,56900.0,700.0,57600.0,692000.0,57600.0,915000.0
E02194,2022-04-01,28000.0,3800.0,31800.0,381000.0,31800.0,541000.0
E02194,2023-04-01,30500.0,4100.0,34600.0,415000.0,34600.0,588000.0
E02194,2024-04-01,34000.0,4600.0,38600.0,463000.0,38600.0,656000.0
