employee_id,date_of_birth,gender,marital_status,spouse_date_of_birth,spouse_eligible_flag,date_of_joining,employment_status,employment_type,grade,department,occupation_class,work_location,work_environment,exit_date,exit_reason,basic_salary_monthly,dearness_allowance_monthly,eligible_gratuity_wages_monthly,pensionable_salary_annual,gross_compensation_annual,salary_currency,retirement_age,superannuation_join_date,gratuity_member_flag,gratuity_plan_id,superannuation_member_flag,superannuation_plan_id,superannuation_scheme_type,dc_current_corpus,pf_member_flag,edli_eligible_flag,pf_current_balance,average_progressive_balance,edli_continuous_service_months,gti_member_flag,gti_plan_id,gti_cover_basis,gti_sum_assured,source_system,duplicate_resolved_flag,duplicate_resolution_type,date_of_birth_imputed_flag,date_of_joining_reconstructed_flag,exit_date_reconstructed_flag,employment_status_reconciled_flag,exit_reason_reconciled_flag,date_of_birth_imputation_method,date_of_joining_reconstruction_method,basic_salary_reconstructed_flag,gratuity_wage_reconstructed_flag,pensionable_salary_reconstructed_flag,gross_compensation_reconstructed_flag,gratuity_plan_id_imputed_flag,superannuation_plan_id_imputed_flag,gti_plan_id_reconstructed_flag,edli_eligibility_reconciled_flag,cleaning_any_change_flag,cleaning_review_flag
E01980,1989-03-23,Male,Married,1984-10-11,Yes,2024-10-18,Active,Permanent,E4,Operations,Management,Pune,Office,,,83600.0,200.0,83800.0,1006000.0,1189000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,94000.0,85000.0,22,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01981,1988-05-29,Female,Single,,No,2019-04-03,Active,Fixed-Term,E4,Manufacturing,Factory,Kolkata,Plant,,,60700.0,8800.0,69500.0,834000.0,1046000.0,INR,60,2020-02-28,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,1070000.0,Yes,Yes,340000.0,329000.0,88,Yes,GTI_SAL_02,Salary Multiple,3140000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01982,1991-09-13,Female,Single,,No,2011-10-13,Active,Permanent,E3,Research,Laboratory,Mumbai,Laboratory,,,51000.0,2600.0,53600.0,643000.0,807000.0,INR,60,2014-09-09,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1463000.0,Yes,Yes,978000.0,951000.0,178,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01983,1993-06-05,Male,Married,1990-12-22,Yes,2023-03-02,Active,Contract,E3,Technology,Office,Delhi NCR,Office,,,56800.0,1900.0,58700.0,704000.0,899000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,Yes,Yes,229000.0,197000.0,42,Yes,GTI_GRADE_03,Grade Based,2500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01984,1992-09-19,Male,Single,,No,2022-04-01,Active,Permanent,E6,Sales,Field,Pune,Field,,,160400.0,20800.0,181200.0,2174000.0,2822000.0,INR,60,2014-11-28,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,4295000.0,Yes,Yes,1024000.0,996000.0,191,Yes,GTI_SAL_02,Salary Multiple,8470000.0,HRIS,False,None,False,True,False,False,False,Observed,Cohort_Median_Joining_Age,False,False,False,False,False,False,False,False,True,False
E01985,1980-02-06,Male,Single,,No,2023-08-23,Active,Permanent,E4,Operations,Field,Hyderabad,Field,,,62200.0,10800.0,73000.0,876000.0,1093000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,137000.0,126000.0,36,Yes,GTI_GRADE_03,Grade Based,3000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01986,1990-09-04,Female,Married,1988-12-27,Yes,2018-07-17,Exited,Permanent,E5,Customer Service,Office,Delhi NCR,Office,2024-01-02,Withdrawal,105200.0,900.0,106100.0,1273000.0,1601000.0,INR,60,2019-05-05,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1531000.0,Yes,No,539000.0,490000.0,97,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01987,1981-04-29,Female,Married,1984-08-30,Yes,2017-04-09,Active,Permanent,E6,Finance,Office,Delhi NCR,Office,,,118300.0,2300.0,120600.0,1447000.0,1871000.0,INR,60,2017-11-26,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,596000.0,574000.0,112,Yes,GTI_GRADE_03,Grade Based,5000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01988,1974-08-28,Female,Married,1970-11-22,Yes,2015-04-21,Active,Permanent,E6,Supply Chain,Office,Pune,Office,,,99900.0,3500.0,103400.0,1241000.0,1563000.0,INR,60,2015-11-21,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,2763000.0,Yes,Yes,647000.0,620000.0,136,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,True,False,False,False,True,False
E01989,1985-03-18,Female,Single,,No,2018-07-11,Active,Permanent,E5,Customer Service,Laboratory,Kolkata,Laboratory,,,111000.0,4900.0,115900.0,1391000.0,1806000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,404000.0,386000.0,97,Yes,GTI_SAL_02,Salary Multiple,5420000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01990,1987-06-07,Female,Married,1986-05-27,Yes,2025-12-01,Active,Permanent,E4,Supply Chain,Office,Bengaluru,Office,,,94000.0,700.0,94700.0,1128000.0,1562000.0,INR,60,2026-02-20,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,96000.0,Yes,Yes,44000.0,40000.0,9,Yes,GTI_SAL_02,Salary Multiple,4690000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01991,1987-02-22,Female,Single,,No,2019-03-29,Active,Permanent,E2,Operations,Office,Kolkata,Office,,,29800.0,200.0,30000.0,360000.0,479000.0,INR,60,2019-10-05,Yes,GRAT_ENH_02,Yes,SUP_DC_01,DC,409000.0,Yes,Yes,470000.0,424000.0,89,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01992,1981-04-04,Female,Single,,No,2020-06-07,Active,Permanent,E3,Sales,Field,Pune,Field,,,56000.0,8300.0,64300.0,772000.0,972000.0,INR,60,2020-09-26,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,712000.0,Yes,Yes,302000.0,278000.0,74,Yes,GTI_SAL_02,Salary Multiple,2920000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01993,1978-04-15,Female,Married,1982-04-26,Yes,2019-07-10,Active,Permanent,E4,Finance,Factory,Hyderabad,Plant,,,64500.0,9600.0,74100.0,774000.0,1081000.0,INR,60,2019-08-22,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1003000.0,Yes,Yes,465000.0,403000.0,85,Yes,GTI_SAL_02,Salary Multiple,3240000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01994,1989-05-13,Male,Single,,No,2013-02-07,Active,Permanent,E4,Finance,Factory,Pune,Plant,,,76200.0,10500.0,86700.0,1040000.0,1243000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,807000.0,719000.0,162,Yes,GTI_SAL_02,Salary Multiple,3730000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01995,1990-05-15,Female,Married,1988-04-24,Yes,2022-06-15,Active,Contract,E3,Operations,Laboratory,Ahmedabad,Laboratory,,,34900.0,2600.0,37500.0,450000.0,612000.0,INR,60,,Yes,GRAT_STD_01,No,,,,No,No,,,0,No,,,,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01996,1993-03-02,Male,Single,,No,2022-01-05,Active,Permanent,E4,Customer Service,Office,Pune,Office,,,53300.0,2100.0,55400.0,640000.0,799000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,250000.0,226000.0,55,Yes,GTI_GRADE_03,Grade Based,3000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01997,1975-01-04,Female,Married,1971-11-09,Yes,2013-08-23,Active,Permanent,E5,Research,Management,Pune,Office,,,80800.0,2100.0,82900.0,995000.0,1277000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,763000.0,690000.0,156,Yes,GTI_SAL_02,Salary Multiple,3830000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01998,1973-11-15,Male,Married,1976-06-18,Yes,2017-04-27,Active,Permanent,E7,Sales,Management,Ahmedabad,Office,,,127400.0,400.0,127800.0,1529000.0,2167000.0,INR,62,2018-02-19,Yes,GRAT_ENH_02,Yes,PEN_DB_02,DB,,Yes,Yes,425000.0,388000.0,112,Yes,GTI_GRADE_03,Grade Based,7500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E01999,1988-03-26,Male,Married,1993-01-29,Yes,2011-09-22,Active,Permanent,E5,Supply Chain,Office,Mumbai,Office,,,86600.0,900.0,87500.0,1039000.0,1453000.0,INR,60,,No,,No,,,,Yes,Yes,911000.0,822000.0,179,Yes,GTI_FLAT_01,Flat,2000000.0,Manual_Upload,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02000,1991-06-18,Male,Single,,No,2009-08-21,Active,Permanent,E5,Operations,Field,Chennai,Hazardous,,,106100.0,14900.0,121000.0,1452000.0,1930000.0,INR,60,2014-04-24,Yes,GRAT_ENH_02,Yes,SUP_DC_02,DC,4262000.0,Yes,Yes,852000.0,746000.0,204,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02001,1973-11-29,Male,Married,1973-12-31,Yes,2008-11-24,Active,Contract,E5,Operations,Management,Hyderabad,Office,,,96700.0,800.0,97500.0,1160000.0,1450000.0,INR,60,2011-02-26,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,No,No,,,0,No,,,,Manual_Upload,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02002,1990-06-24,Male,Single,,No,2008-11-29,Active,Permanent,E3,Technology,Office,Ahmedabad,Office,,,48400.0,700.0,49100.0,581000.0,707000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,1008000.0,895000.0,213,Yes,GTI_FLAT_01,Flat,2000000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02003,2006-09-28,Male,Single,,No,2025-07-29,Active,Permanent,E4,Human Resources,Laboratory,Delhi NCR,Laboratory,,,77200.0,5900.0,83100.0,926000.0,1403000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,71000.0,67000.0,13,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02004,1998-01-19,Female,Widowed/Separated,,No,2017-05-23,Active,Permanent,E4,Finance,Field,Mumbai,Field,,,71000.0,10600.0,81600.0,979000.0,1172000.0,INR,60,2017-10-26,Yes,GRAT_ENH_02,Yes,SUP_DC_01,DC,1340000.0,Yes,Yes,517000.0,495000.0,111,Yes,GTI_SAL_02,Salary Multiple,3520000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02005,1972-11-27,Male,Single,,No,2024-09-30,Active,Permanent,E6,Manufacturing,Factory,Hyderabad,Plant,,,125400.0,16700.0,142100.0,1505000.0,2142000.0,INR,60,2025-02-20,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,340000.0,Yes,Yes,126000.0,117000.0,23,No,,,,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,True,False,False,False,True,False
E02006,1990-01-12,Male,Single,,No,2018-06-07,Active,Permanent,E6,Customer Service,Office,Delhi NCR,Office,,,123600.0,3000.0,126600.0,1519000.0,1973000.0,INR,60,2019-02-28,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,2256000.0,Yes,Yes,508000.0,431000.0,98,Yes,GTI_SAL_02,Salary Multiple,5920000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02007,1992-02-11,Male,Married,1993-08-09,Yes,2022-04-06,Active,Permanent,E2,Technology,Laboratory,Hyderabad,Laboratory,,,28800.0,1200.0,30000.0,360000.0,458000.0,INR,60,2023-03-24,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,187000.0,Yes,Yes,275000.0,251000.0,52,Yes,GTI_SAL_02,Salary Multiple,1500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02008,1993-12-16,Male,Widowed/Separated,,No,2023-12-29,Active,Permanent,E3,Manufacturing,Factory,Bengaluru,Plant,,,81600.0,8800.0,90400.0,1085000.0,1428000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,149000.0,134000.0,32,Yes,GTI_SAL_02,Salary Multiple,4280000.0,Benefits_Admin,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02009,1987-10-29,Male,Single,,No,2024-11-06,Active,Permanent,E2,Finance,Office,Pune,Office,,,32800.0,0.0,32800.0,394000.0,473000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,116000.0,98000.0,21,No,,,,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02010,1995-07-17,Male,Married,1988-12-24,Yes,2016-02-29,Active,Permanent,E5,Human Resources,Office,Pune,Office,,,96600.0,1000.0,97600.0,1159000.0,1615000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,525000.0,491000.0,126,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02011,1983-12-05,Male,Married,1988-09-16,Yes,2014-09-23,Active,Permanent,E5,Supply Chain,Office,Bengaluru,Office,,,67000.0,700.0,67700.0,804000.0,1116000.0,INR,60,2015-01-01,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1843000.0,Yes,Yes,706000.0,691000.0,143,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02012,1997-11-05,Male,Single,,No,2019-03-06,Active,Permanent,E4,Customer Service,Office,Delhi NCR,Office,,,72800.0,700.0,73500.0,882000.0,1041000.0,INR,60,2019-07-26,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1106000.0,Yes,Yes,356000.0,328000.0,89,Yes,GTI_SAL_02,Salary Multiple,3120000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02013,1990-02-05,Female,Single,,No,2017-03-10,Active,Permanent,E3,Finance,Management,Delhi NCR,Office,,,62700.0,300.0,63000.0,756000.0,999000.0,INR,60,2017-07-28,Yes,GRAT_ENH_02,Yes,SUP_DC_02,DC,1456000.0,Yes,Yes,554000.0,468000.0,113,Yes,GTI_SAL_02,Salary Multiple,3000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02014,1993-10-23,Male,Single,,No,2023-06-18,Active,Contract,E3,Sales,Field,Bengaluru,Hazardous,,,46000.0,7600.0,53600.0,643000.0,906000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,Yes,Yes,183000.0,164000.0,38,Yes,GTI_SAL_02,Salary Multiple,2720000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02015,1991-02-09,Male,Single,,No,2024-10-28,Active,Permanent,E3,Manufacturing,Office,Ahmedabad,Office,,,65200.0,2300.0,67500.0,782000.0,984000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,No,No,,,0,Yes,GTI_SAL_02,Salary Multiple,2950000.0,HRIS,False,None,True,False,False,False,False,Cohort_Median_Age,Observed,False,False,False,False,False,False,False,False,True,False
E02016,1977-01-17,Male,Single,,No,2021-06-18,Active,Permanent,E7,Manufacturing,Management,Hyderabad,Office,,,191500.0,6900.0,198400.0,2381000.0,3257000.0,INR,60,2021-07-23,Yes,GRAT_EXEC_03,Yes,PEN_DB_02,DB,,Yes,Yes,292000.0,281000.0,62,Yes,GTI_GRADE_03,Grade Based,7500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02017,1987-11-27,Male,Single,,No,2017-10-06,Active,Permanent,E4,Manufacturing,Management,Kolkata,Office,,,60500.0,1300.0,61800.0,742000.0,1019000.0,INR,60,2017-11-19,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,592000.0,497000.0,106,Yes,GTI_FLAT_01,Flat,2000000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02018,1975-03-14,Female,Single,,No,2022-05-31,Active,Permanent,E6,Supply Chain,Laboratory,Chennai,Laboratory,,,145900.0,9200.0,155100.0,1861000.0,2330000.0,INR,60,2022-10-05,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1046000.0,Yes,Yes,274000.0,256000.0,51,Yes,GTI_SAL_02,Salary Multiple,6990000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02019,1982-08-25,Female,Single,,No,2012-05-26,Active,Permanent,E7,Research,Management,Kolkata,Office,,,208800.0,1800.0,210600.0,2527000.0,3047000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,Yes,Yes,949000.0,921000.0,171,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02020,1983-06-17,Male,Single,,No,2022-08-27,Active,Permanent,E5,Finance,Office,Bengaluru,Office,,,125200.0,3900.0,129100.0,1502000.0,2025000.0,INR,60,2023-03-15,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,764000.0,Yes,Yes,230000.0,215000.0,48,Yes,GTI_SAL_02,Salary Multiple,6080000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02021,2006-06-09,Male,Single,,No,2024-09-01,Active,Permanent,E2,Manufacturing,Factory,Bengaluru,Plant,,,28600.0,2800.0,31400.0,343000.0,502000.0,INR,60,2025-01-25,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,85000.0,Yes,Yes,112000.0,108000.0,23,No,,,,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02022,1994-06-30,Male,Single,,No,2018-01-05,Active,Permanent,E6,Sales,Factory,Delhi NCR,Plant,,,103800.0,10700.0,114500.0,1374000.0,1635000.0,INR,60,2018-02-08,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,2490000.0,Yes,Yes,514000.0,447000.0,103,Yes,GTI_SAL_02,Salary Multiple,4900000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02023,1996-07-29,Male,Single,,No,2021-09-29,Active,Permanent,E2,Sales,Field,Mumbai,Hazardous,,,45500.0,4000.0,49500.0,546000.0,752000.0,INR,60,2022-03-14,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,412000.0,Yes,Yes,244000.0,214000.0,59,Yes,GTI_GRADE_03,Grade Based,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02024,1991-03-05,Male,Single,,No,2014-08-06,Active,Permanent,E6,Sales,Factory,Pune,Plant,,,165500.0,28200.0,193700.0,1986000.0,3234000.0,INR,60,2015-02-16,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,556000.0,507000.0,144,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02025,1989-08-06,Male,Married,1992-11-04,Yes,2020-01-12,Active,Permanent,E7,Supply Chain,Management,Mumbai,Office,,,283900.0,5700.0,289600.0,3475000.0,4824000.0,INR,62,2020-09-30,Yes,GRAT_STD_01,Yes,PEN_DB_01,DB,,Yes,Yes,340000.0,304000.0,79,Yes,GTI_SAL_02,Salary Multiple,10000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02026,2001-05-17,Male,Single,,No,2020-09-21,Active,Permanent,E3,Sales,Field,Delhi NCR,Field,,,70200.0,12300.0,82500.0,990000.0,1171000.0,INR,60,2021-05-30,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,737000.0,Yes,Yes,301000.0,290000.0,71,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02027,1980-08-27,Male,Widowed/Separated,,No,2012-10-12,Active,Permanent,E5,Technology,Field,Kolkata,Field,,,94600.0,9000.0,103600.0,1243000.0,1717000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,915000.0,805000.0,166,Yes,GTI_SAL_02,Salary Multiple,5150000.0,Legacy_HR,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02028,1985-09-02,Male,Single,,No,2025-02-06,Active,Permanent,E8,Operations,Office,Ahmedabad,Office,,,425800.0,16700.0,442500.0,5110000.0,7211000.0,INR,62,2025-02-16,Yes,GRAT_EXEC_03,Yes,PEN_DB_02,DB,,Yes,Yes,75000.0,62000.0,18,Yes,GTI_SAL_02,Salary Multiple,10000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,True,False,False,False,False,False,False,False,True,False
E02029,1984-06-16,Male,Widowed/Separated,,No,2018-06-22,Active,Permanent,E6,Sales,Field,Pune,Field,,,125100.0,17200.0,142300.0,1501000.0,2095000.0,INR,60,2018-11-20,Yes,GRAT_ENH_02,Yes,SUP_DC_01,DC,2337000.0,Yes,Yes,424000.0,379000.0,98,Yes,GTI_SAL_02,Salary Multiple,6280000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02030,1984-05-18,Male,Single,,No,2022-07-07,Active,Permanent,E5,Operations,Laboratory,Bengaluru,Laboratory,,,112200.0,5200.0,117400.0,1346000.0,1999000.0,INR,60,2022-07-18,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,948000.0,No,No,,,0,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02031,1996-06-23,Female,Married,2000-10-26,Yes,2018-11-06,Active,Permanent,E2,Manufacturing,Office,Pune,Office,,,32900.0,800.0,33700.0,404000.0,515000.0,INR,60,2018-12-28,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,572000.0,Yes,Yes,376000.0,331000.0,93,Yes,GTI_FLAT_01,Flat,2000000.0,Manual_Upload,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02032,1988-06-26,Male,Widowed/Separated,,No,2016-03-24,Active,Permanent,E5,Supply Chain,Office,Hyderabad,Office,,,80500.0,0.0,80500.0,966000.0,1207000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,Yes,486000.0,459000.0,125,Yes,GTI_GRADE_03,Grade Based,4000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02033,1991-09-10,Male,Single,,No,2025-06-05,Active,Permanent,E2,Customer Service,Factory,Kolkata,Plant,,,25400.0,2300.0,27700.0,332000.0,440000.0,INR,60,2025-08-05,Yes,GRAT_ENH_02,Yes,SUP_DC_01,DC,50000.0,Yes,Yes,67000.0,62000.0,14,Yes,GTI_SAL_02,Salary Multiple,1500000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02034,1995-08-17,Male,Married,1994-07-01,Yes,2013-11-21,Active,Permanent,E4,Manufacturing,Factory,Kolkata,Plant,,,53100.0,6500.0,59600.0,715000.0,948000.0,INR,60,2015-01-20,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,1567000.0,Yes,Yes,694000.0,641000.0,153,Yes,GTI_SAL_02,Salary Multiple,2840000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02035,2003-01-30,Female,Widowed/Separated,,No,2021-01-30,Active,Permanent,E1,Customer Service,Office,Kolkata,Office,,,20000.0,200.0,20200.0,242000.0,308000.0,INR,60,2021-04-28,Yes,GRAT_STD_01,Yes,SUP_DC_02,DC,233000.0,Yes,Yes,258000.0,235000.0,67,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02036,1988-12-29,Male,Single,,No,2023-08-24,Active,Permanent,E3,Operations,Factory,Delhi NCR,Plant,,,63800.0,5600.0,69400.0,766000.0,983000.0,INR,60,2023-09-14,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,347000.0,Yes,Yes,176000.0,164000.0,36,Yes,GTI_SAL_02,Salary Multiple,2950000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02037,1989-10-11,Male,Single,,No,2025-09-04,Active,Permanent,E4,Technology,Management,Delhi NCR,Office,,,110400.0,3100.0,113500.0,1362000.0,1834000.0,INR,60,,Yes,GRAT_STD_01,No,,,,No,No,,,0,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02038,1983-06-05,Male,Single,,No,2024-02-18,Active,Permanent,E4,Operations,Office,Mumbai,Office,,,66500.0,1100.0,67600.0,811000.0,1125000.0,INR,60,2024-09-27,Yes,GRAT_STD_01,Yes,SUP_DC_01,DC,209000.0,Yes,Yes,126000.0,109000.0,30,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02039,1990-01-13,Male,Single,,No,2013-03-15,Active,Permanent,E3,Manufacturing,Factory,Ahmedabad,Plant,,,57600.0,8100.0,65700.0,691000.0,1028000.0,INR,60,,Yes,GRAT_ENH_02,No,,,,Yes,Yes,622000.0,519000.0,161,Yes,GTI_SAL_02,Salary Multiple,3080000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
E02040,1995-04-04,Male,Single,,No,2018-06-11,Exited,Permanent,E3,Finance,Field,Bengaluru,Field,2026-07-22,Withdrawal,72200.0,11300.0,83500.0,1002000.0,1321000.0,INR,60,,Yes,GRAT_STD_01,No,,,,Yes,No,410000.0,401000.0,98,Yes,GTI_FLAT_01,Flat,2000000.0,HRIS,False,None,False,False,False,False,False,Observed,Observed,False,False,False,False,False,False,False,False,False,False
